"","Theatre","Year","Show","Month","Capacity","Attendance","Gross"
"1","Al Hirschfeld",2003,"Man Of La Mancha 02",6,82,9365,564743
"2","Al Hirschfeld",2003,"Man Of La Mancha 02",7,77.75,8819,486281
"3","Al Hirschfeld",2003,"Man Of La Mancha 02",8,87.4,9979.6,596485.2
"4","Al Hirschfeld",2003,"Wonderful Town",11,50.5,4646.25,266265.5
"5","Al Hirschfeld",2003,"Wonderful Town",12,83.25,9559.75,631999.25
"6","Al Hirschfeld",2004,"Wonderful Town",1,63.25,7307,567392.25
"7","Al Hirschfeld",2004,"Wonderful Town",2,59.2,6790.6,493827.4
"8","Al Hirschfeld",2004,"Wonderful Town",3,69,7942.25,525669.5
"9","Al Hirschfeld",2004,"Wonderful Town",4,58,6653.5,464748.5
"10","Al Hirschfeld",2004,"Wonderful Town",5,52.6,6036.8,401535.2
"11","Al Hirschfeld",2004,"Wonderful Town",6,59.25,6795.5,433751.75
"12","Al Hirschfeld",2004,"Wonderful Town",7,56,6461.25,380118.25
"13","Al Hirschfeld",2004,"Wonderful Town",8,52.8,6082.8,361743.6
"14","Al Hirschfeld",2004,"Wonderful Town",9,45,5180.5,310059.5
"15","Al Hirschfeld",2004,"Wonderful Town",10,63.6,7306.2,451750
"16","Al Hirschfeld",2004,"Wonderful Town",11,72.75,8360.75,555932.5
"17","Al Hirschfeld",2004,"Wonderful Town",12,65.5,7516,535940
"18","Al Hirschfeld",2005,"Sweet Charity 05",4,58,6591,356518
"19","Al Hirschfeld",2005,"Sweet Charity 05",5,74.6,8482.6,529146.8
"20","Al Hirschfeld",2005,"Sweet Charity 05",6,68.5,7768.25,515820
"21","Al Hirschfeld",2005,"Sweet Charity 05",7,69.8,7932.8,507711.8
"22","Al Hirschfeld",2005,"Sweet Charity 05",8,63.75,7271.75,462984.25
"23","Al Hirschfeld",2005,"Sweet Charity 05",9,63.75,7248.25,418030.25
"24","Al Hirschfeld",2005,"Sweet Charity 05",10,77.8,8840,506098.4
"25","Al Hirschfeld",2005,"Sweet Charity 05",11,64,7269.75,459114.5
"26","Al Hirschfeld",2005,"Sweet Charity 05",12,72.25,8008.75,491010.75
"27","Al Hirschfeld",2005,"Wonderful Town",1,64.2,7380.8,519693.2
"28","Al Hirschfeld",2006,"Sweet Charity 05",1,80,10288,838097
"29","Al Hirschfeld",2006,"The Wedding Singer",4,68.6,6288.6,383373
"30","Al Hirschfeld",2006,"The Wedding Singer",5,67.5,7666.75,498076.5
"31","Al Hirschfeld",2006,"The Wedding Singer",6,74.75,8486.25,580733
"32","Al Hirschfeld",2006,"The Wedding Singer",7,75.6,8619.6,587028.6
"33","Al Hirschfeld",2006,"The Wedding Singer",8,62,7047.5,491138.75
"34","Al Hirschfeld",2006,"The Wedding Singer",9,64.25,7293,459162.75
"35","Al Hirschfeld",2006,"The Wedding Singer",10,71,8075.6,526808.8
"36","Al Hirschfeld",2006,"The Wedding Singer",11,61.25,6985.75,460650.75
"37","Al Hirschfeld",2006,"The Wedding Singer",12,64,7355.4,510129
"38","Al Hirschfeld",2007,"Curtains",3,74.75,8280.25,586559.75
"39","Al Hirschfeld",2007,"Curtains",4,88.8,10108.4,796803.8
"40","Al Hirschfeld",2007,"Curtains",5,85.75,9772.5,780167.75
"41","Al Hirschfeld",2007,"Curtains",6,86,9777.25,780181
"42","Al Hirschfeld",2007,"Curtains",7,92.8,10570.8,800921.6
"43","Al Hirschfeld",2007,"Curtains",8,93,10584.25,792806
"44","Al Hirschfeld",2007,"Curtains",9,82.8,9418.2,722762
"45","Al Hirschfeld",2007,"Curtains",10,82.5,9392.25,728802.5
"46","Al Hirschfeld",2007,"Curtains",11,70,6420.5,479361.5
"47","Al Hirschfeld",2007,"Curtains",12,69.8,7310,622625.6
"48","Al Hirschfeld",2008,"A Tale Of Two Cities",8,71.5,6615,388281.5
"49","Al Hirschfeld",2008,"A Tale Of Two Cities",9,60.75,6865.75,388945.25
"50","Al Hirschfeld",2008,"A Tale Of Two Cities",10,58,6603.75,421333.5
"51","Al Hirschfeld",2008,"A Tale Of Two Cities",11,45.5,5164,318912
"52","Al Hirschfeld",2008,"Curtains",1,63.75,7224,508737.25
"53","Al Hirschfeld",2008,"Curtains",2,62.75,7140.25,491219
"54","Al Hirschfeld",2008,"Curtains",3,76,8649.8,589044.6
"55","Al Hirschfeld",2008,"Curtains",4,63.75,7252,501492.75
"56","Al Hirschfeld",2008,"Curtains",5,64.75,7375.5,521171.25
"57","Al Hirschfeld",2008,"Curtains",6,56.6,6427,448861.6
"58","Al Hirschfeld",2009,"Hair",3,88,9040.75,584206
"59","Al Hirschfeld",2009,"Hair",4,94.75,10430.75,780274.5
"60","Al Hirschfeld",2009,"Hair",5,95.2,10773,871910.2
"61","Al Hirschfeld",2009,"Hair",6,98.5,11117,1053209
"62","Al Hirschfeld",2009,"Hair",7,99.75,11265.25,1068787
"63","Al Hirschfeld",2009,"Hair",8,99.2,11214.8,1072718
"64","Al Hirschfeld",2009,"Hair",9,86,9717.5,845273.25
"65","Al Hirschfeld",2009,"Hair",10,82,9263.5,826747.75
"66","Al Hirschfeld",2009,"Hair",11,71.4,8052,719014.4
"67","Al Hirschfeld",2009,"Hair",12,65.75,7452.75,699805.25
"68","Al Hirschfeld",2010,"Elf",11,86,9782.75,868933.75
"69","Al Hirschfeld",2010,"Elf",12,92,10789.25,1378797.25
"70","Al Hirschfeld",2010,"Hair",1,72.4,8164.8,686216.8
"71","Al Hirschfeld",2010,"Hair",2,66.75,7513.75,558682.5
"72","Al Hirschfeld",2010,"Hair",3,63.25,7115,513021.75
"73","Al Hirschfeld",2010,"Hair",4,64.75,7314.25,539127.75
"74","Al Hirschfeld",2010,"Hair",5,55.2,6236.4,389724.4
"75","Al Hirschfeld",2010,"Hair",6,66.25,7471.75,499101.25
"76","Al Hirschfeld",2011,"Elf",1,96,9552,1344993
"77","Al Hirschfeld",2011,"How To Succeed In Business Without Really Trying '11",2,100,1426,162403
"78","Al Hirschfeld",2011,"How To Succeed In Business Without Really Trying '11",3,95.5,10252.75,780705
"79","Al Hirschfeld",2011,"How To Succeed In Business Without Really Trying '11",4,98.75,11232.5,1015010
"80","Al Hirschfeld",2011,"How To Succeed In Business Without Really Trying '11",5,96.8,11001.8,1008559.4
"81","Al Hirschfeld",2011,"How To Succeed In Business Without Really Trying '11",6,98.25,10788,1050731.5
"82","Al Hirschfeld",2011,"How To Succeed In Business Without Really Trying '11",7,100.6,10570.2,1101265.6
"83","Al Hirschfeld",2011,"How To Succeed In Business Without Really Trying '11",8,100,10346.25,1090865.25
"84","Al Hirschfeld",2011,"How To Succeed In Business Without Really Trying '11",9,81.75,9326.25,873221.5
"85","Al Hirschfeld",2011,"How To Succeed In Business Without Really Trying '11",10,88,10030.2,945775.4
"86","Al Hirschfeld",2011,"How To Succeed In Business Without Really Trying '11",11,87.5,9966.25,1013644.5
"87","Al Hirschfeld",2011,"How To Succeed In Business Without Really Trying '11",12,86.75,9541,1031475
"88","Al Hirschfeld",2012,"Elf '12",11,82.3333333333333,8441.33333333333,660264.666666667
"89","Al Hirschfeld",2012,"Elf '12",12,81.6,10227.2,1095887.2
"90","Al Hirschfeld",2012,"Fela! '12",7,60,6590.66666666667,297536
"91","Al Hirschfeld",2012,"Fela! '12",8,82,8969,568727
"92","Al Hirschfeld",2012,"How To Succeed In Business Without Really Trying '11",1,94.6,11058.6,1326099.4
"93","Al Hirschfeld",2012,"How To Succeed In Business Without Really Trying '11",2,78,8887.25,698413.25
"94","Al Hirschfeld",2012,"How To Succeed In Business Without Really Trying '11",3,75.75,8599.25,686886.5
"95","Al Hirschfeld",2012,"How To Succeed In Business Without Really Trying '11",4,70.2,7877.6,649386.2
"96","Al Hirschfeld",2012,"How To Succeed In Business Without Really Trying '11",5,59.3333333333333,6360.33333333333,486373.666666667
"97","Al Hirschfeld",2013,"Elf '12",1,79,9012,696616
"98","Al Hirschfeld",2013,"Kinky Boots",3,97.8,8585.2,640663.4
"99","Al Hirschfeld",2013,"Kinky Boots",4,97.25,11075.25,992892.25
"100","Al Hirschfeld",2013,"Kinky Boots",5,100.5,11429,1257201.25
"101","Al Hirschfeld",2013,"Kinky Boots",6,100.6,11464.4,1451592.6
"102","Al Hirschfeld",2013,"Kinky Boots",7,101,11480,1599178.25
"103","Al Hirschfeld",2013,"Kinky Boots",8,101,11480.5,1638356.75
"104","Al Hirschfeld",2013,"Kinky Boots",9,100,11383.6,1581745.2
"105","Al Hirschfeld",2013,"Kinky Boots",10,101,11475,1690335.75
"106","Al Hirschfeld",2013,"Kinky Boots",11,99.5,11370.5,1620496.5
"107","Al Hirschfeld",2013,"Kinky Boots",12,100,11657.4,1877919.4
"108","Al Hirschfeld",2014,"Kinky Boots",1,96.25,10963,1539533.5
"109","Al Hirschfeld",2014,"Kinky Boots",2,92.25,10510,1305191.5
"110","Al Hirschfeld",2014,"Kinky Boots",3,91.8,10473.6,1351066.8
"111","Al Hirschfeld",2014,"Kinky Boots",4,96.25,10947.5,1480782.25
"112","Al Hirschfeld",2014,"Kinky Boots",5,98,9788.25,1301574
"113","Al Hirschfeld",2014,"Kinky Boots",6,96.6,11000.6,1376393.6
"114","Al Hirschfeld",2014,"Kinky Boots",7,95,10784.5,1265827.75
"115","Al Hirschfeld",2014,"Kinky Boots",8,94.6,10817.6,1227056.6
"116","Al Hirschfeld",2014,"Kinky Boots",9,95.25,10875.25,1238502.25
"117","Al Hirschfeld",2014,"Kinky Boots",10,94.5,10734.75,1290065.25
"118","Al Hirschfeld",2014,"Kinky Boots",11,87.8,10021.4,1161281.8
"119","Al Hirschfeld",2014,"Kinky Boots",12,90.75,10343.25,1319071.5
"120","Al Hirschfeld",2015,"Kinky Boots",1,89.25,10506.5,1158051.25
"121","Al Hirschfeld",2015,"Kinky Boots",2,78.75,8977.25,902995.5
"122","Al Hirschfeld",2015,"Kinky Boots",3,82.4,9395.4,938561
"123","Al Hirschfeld",2015,"Kinky Boots",4,83,9475,968508
"124","Al Hirschfeld",2015,"Kinky Boots",5,81.2,9282.2,943376
"125","Al Hirschfeld",2015,"Kinky Boots",6,75.5,8610.25,887346.5
"126","Al Hirschfeld",2015,"Kinky Boots",7,81.25,9259,881430
"127","Al Hirschfeld",2015,"Kinky Boots",8,79.4,9045.8,867462
"128","Al Hirschfeld",2015,"Kinky Boots",9,86.25,9817.75,939357.75
"129","Al Hirschfeld",2015,"Kinky Boots",10,84,9546.5,979242.75
"130","Al Hirschfeld",2015,"Kinky Boots",11,74.8,8518.6,858892
"131","Al Hirschfeld",2015,"Kinky Boots",12,79,9009.5,979879.25
"132","Al Hirschfeld",2016,"Kinky Boots",1,76.4,8614,861791
"133","Al Hirschfeld",2016,"Kinky Boots",2,70.5,8018.75,765013
"134","Al Hirschfeld",2016,"Kinky Boots",3,76.5,8715.25,854703
"135","Al Hirschfeld",2016,"Kinky Boots",4,64.25,7350.75,689973
"136","Al Hirschfeld",2016,"Kinky Boots",5,67.8,7726.6,726016.6
"137","Al Hirschfeld",2016,"Kinky Boots",6,63,7196.25,663346.25
"138","Al Hirschfeld",2016,"Kinky Boots",7,64.4,7310.4,671909.6
"139","Al Hirschfeld",2016,"Kinky Boots",8,63,7177.5,657294.5
"140","Ambassador",2000,"It Ain'T Nothin' But The Blues",1,38.5,3122,140743.5
"141","Ambassador",2000,"The Ride Down Mt. Morgan",3,80,7140,287941
"142","Ambassador",2000,"The Ride Down Mt. Morgan",4,83,7359.8,290801.8
"143","Ambassador",2000,"The Ride Down Mt. Morgan",5,56,4954.75,211957.25
"144","Ambassador",2000,"The Ride Down Mt. Morgan",6,52,4604,176335.5
"145","Ambassador",2000,"The Ride Down Mt. Morgan",7,49.25,4376,163348.5
"146","Ambassador",2001,"A Class Act",2,61.5,5022,175027.5
"147","Ambassador",2001,"A Class Act",3,59.25,5160.25,171730.75
"148","Ambassador",2001,"A Class Act",4,38.4,3353.8,137009.8
"149","Ambassador",2001,"A Class Act",5,40,3517.5,138305.5
"150","Ambassador",2001,"A Class Act",6,37.5,3285,141556.5
"151","Ambassador",2001,"Hedda Gabler 01",9,48.5,3700.5,128374.5
"152","Ambassador",2001,"Hedda Gabler 01",10,68,5919,230018
"153","Ambassador",2001,"Hedda Gabler 01",11,47.5,4121,181678.75
"154","Ambassador",2001,"Hedda Gabler 01",12,56,4952,194612.6
"155","Ambassador",2002,"Hedda Gabler 01",1,65.5,5355,210370.5
"156","Ambassador",2002,"Topdog / Underdog",3,33,2902.66666666667,90942.6666666667
"157","Ambassador",2002,"Topdog / Underdog",4,65.25,5776.75,223592.25
"158","Ambassador",2002,"Topdog / Underdog",5,74.5,6591.75,317777.5
"159","Ambassador",2002,"Topdog / Underdog",6,59.4,5144.6,255984.2
"160","Ambassador",2002,"Topdog / Underdog",7,63.75,5667,255910.5
"161","Ambassador",2002,"Topdog / Underdog",8,85.5,7576,331568.5
"162","Ambassador",2003,"Chicago",2,92.5,7983.25,486813.75
"163","Ambassador",2003,"Chicago",3,98.8,7268,433725.4
"164","Ambassador",2003,"Chicago",4,97.25,8412,565569
"165","Ambassador",2003,"Chicago",5,97,8384.25,554359
"166","Ambassador",2003,"Chicago",6,98,8486.6,571689.8
"167","Ambassador",2003,"Chicago",7,100,8632.5,625884
"168","Ambassador",2003,"Chicago",8,100.2,8436.6,668942.2
"169","Ambassador",2003,"Chicago",9,94.75,8187.25,603293.25
"170","Ambassador",2003,"Chicago",10,95.75,8256.25,621031.25
"171","Ambassador",2003,"Chicago",11,89,7682.6,560400.8
"172","Ambassador",2003,"Chicago",12,93.5,8095.5,620241.5
"173","Ambassador",2004,"Chicago",1,83.75,7238.75,522437.5
"174","Ambassador",2004,"Chicago",2,81.8,7082,466316.6
"175","Ambassador",2004,"Chicago",3,95.25,8238.75,552685.25
"176","Ambassador",2004,"Chicago",4,93.25,8055.25,529588.5
"177","Ambassador",2004,"Chicago",5,85.6,7388.4,462321.6
"178","Ambassador",2004,"Chicago",6,81.5,7051.75,453013.75
"179","Ambassador",2004,"Chicago",7,92,7961.5,519724.75
"180","Ambassador",2004,"Chicago",8,88.6,7652.6,496535.8
"181","Ambassador",2004,"Chicago",9,79.5,6872,425233.25
"182","Ambassador",2004,"Chicago",10,91.4,7887.2,526035.8
"183","Ambassador",2004,"Chicago",11,87.75,7566.25,529158.75
"184","Ambassador",2004,"Chicago",12,91.25,7903.75,553028.75
"185","Ambassador",2005,"Chicago",1,83.4,7225,502475.4
"186","Ambassador",2005,"Chicago",2,87.25,7539.5,494629.5
"187","Ambassador",2005,"Chicago",3,94.5,8187.5,540240.75
"188","Ambassador",2005,"Chicago",4,89.5,7733.25,511668.5
"189","Ambassador",2005,"Chicago",5,87,7513.2,487059.4
"190","Ambassador",2005,"Chicago",6,81,6993.5,441112.5
"191","Ambassador",2005,"Chicago",7,86.8,7479,482135.4
"192","Ambassador",2005,"Chicago",8,84.25,7283,473873.75
"193","Ambassador",2005,"Chicago",9,79.25,6861,440301
"194","Ambassador",2005,"Chicago",10,96.6,8338.8,588591.4
"195","Ambassador",2005,"Chicago",11,86.25,7448.5,521391.25
"196","Ambassador",2005,"Chicago",12,82.25,6884,499183.5
"197","Ambassador",2006,"Chicago",1,78.6,7004.8,533084.4
"198","Ambassador",2006,"Chicago",2,73.25,6318.75,433175.75
"199","Ambassador",2006,"Chicago",3,86.75,7502.75,517702
"200","Ambassador",2006,"Chicago",4,87.8,7592,541908.2
"201","Ambassador",2006,"Chicago",5,79,6836.75,473234.5
"202","Ambassador",2006,"Chicago",6,76.75,6621,449607.25
"203","Ambassador",2006,"Chicago",7,84.8,7328.6,490108.6
"204","Ambassador",2006,"Chicago",8,89,7683.25,569497
"205","Ambassador",2006,"Chicago",9,95.5,8281,727014.5
"206","Ambassador",2006,"Chicago",10,92.6,8001.2,657626.6
"207","Ambassador",2006,"Chicago",11,87.75,7333,537303.75
"208","Ambassador",2006,"Chicago",12,90.8,7866.4,615230
"209","Ambassador",2007,"Chicago",1,76.25,6596.25,477145
"210","Ambassador",2007,"Chicago",2,73.5,6339.75,448606.25
"211","Ambassador",2007,"Chicago",3,84,7246.25,508478
"212","Ambassador",2007,"Chicago",4,88.6,7654,557212.6
"213","Ambassador",2007,"Chicago",5,82,7087,503349.5
"214","Ambassador",2007,"Chicago",6,75.75,6538.75,455709.5
"215","Ambassador",2007,"Chicago",7,90.4,7791.4,552075.8
"216","Ambassador",2007,"Chicago",8,91.75,7931.75,564563.25
"217","Ambassador",2007,"Chicago",9,71,6123.8,426094.2
"218","Ambassador",2007,"Chicago",10,81,7017.75,501349.5
"219","Ambassador",2007,"Chicago",11,83.5,5317,369137
"220","Ambassador",2007,"Chicago",12,79.6,6559.4,501090.8
"221","Ambassador",2008,"Chicago",1,67,5777.5,406443.25
"222","Ambassador",2008,"Chicago",2,60.5,5225,359378.5
"223","Ambassador",2008,"Chicago",3,80.2,6937.6,491950.8
"224","Ambassador",2008,"Chicago",4,81.75,7058,472640.75
"225","Ambassador",2008,"Chicago",5,83.75,7242.25,513756
"226","Ambassador",2008,"Chicago",6,77.2,6659,450794.8
"227","Ambassador",2008,"Chicago",7,87,7516.75,515654.75
"228","Ambassador",2008,"Chicago",8,92.2,7973.8,574313.6
"229","Ambassador",2008,"Chicago",9,76,6549.75,448960
"230","Ambassador",2008,"Chicago",10,85.75,7427.5,531872.5
"231","Ambassador",2008,"Chicago",11,73,6295.8,447444
"232","Ambassador",2008,"Chicago",12,77,6665.5,507899.25
"233","Ambassador",2009,"Chicago",1,82.5,7122.25,530092.75
"234","Ambassador",2009,"Chicago",2,73,6308.5,443700
"235","Ambassador",2009,"Chicago",3,82.2,7112,484607.8
"236","Ambassador",2009,"Chicago",4,90.5,7829.5,600097
"237","Ambassador",2009,"Chicago",5,82.6,7145.8,500264.8
"238","Ambassador",2009,"Chicago",6,84.25,7274.25,568617.25
"239","Ambassador",2009,"Chicago",7,91.25,7885,636617
"240","Ambassador",2009,"Chicago",8,92.8,8015.2,671529.2
"241","Ambassador",2009,"Chicago",9,86.25,7438.25,573571.75
"242","Ambassador",2009,"Chicago",10,89,7679,634536.5
"243","Ambassador",2009,"Chicago",11,69.2,5971.6,472627.4
"244","Ambassador",2009,"Chicago",12,78.75,6821.5,568112.75
"245","Ambassador",2010,"Chicago",1,73.2,6318.8,521692
"246","Ambassador",2010,"Chicago",2,67,5792.5,447672.5
"247","Ambassador",2010,"Chicago",3,76.75,6640.75,508796.25
"248","Ambassador",2010,"Chicago",4,85.75,7435.25,620359.75
"249","Ambassador",2010,"Chicago",5,77,6666.8,512288.2
"250","Ambassador",2010,"Chicago",6,69.5,6004.25,470207.75
"251","Ambassador",2010,"Chicago",7,77,6635.75,519601.75
"252","Ambassador",2010,"Chicago",8,81.2,7023.4,554187.2
"253","Ambassador",2010,"Chicago",9,72.75,6295.5,477647.75
"254","Ambassador",2010,"Chicago",10,77,6654.2,497940.6
"255","Ambassador",2010,"Chicago",11,66.5,5736.5,445362
"256","Ambassador",2010,"Chicago",12,66.5,5552.25,461975
"257","Ambassador",2011,"Chicago",1,71.8,6254.2,525576.2
"258","Ambassador",2011,"Chicago",2,70,6041.75,464769.25
"259","Ambassador",2011,"Chicago",3,79.5,6856.75,528771
"260","Ambassador",2011,"Chicago",4,87,7504.25,643841
"261","Ambassador",2011,"Chicago",5,88.8,7663.8,634989.6
"262","Ambassador",2011,"Chicago",6,79.5,6889,552524.75
"263","Ambassador",2011,"Chicago",7,78,6737,533085.6
"264","Ambassador",2011,"Chicago",8,76.75,6021.75,474106.5
"265","Ambassador",2011,"Chicago",9,71.25,6144.5,477857.25
"266","Ambassador",2011,"Chicago",10,80.4,6944,563548
"267","Ambassador",2011,"Chicago",11,71.25,6161.25,508593.5
"268","Ambassador",2011,"Chicago",12,66.75,5550.25,474905.25
"269","Ambassador",2012,"Chicago",1,76.4,6787.2,606741
"270","Ambassador",2012,"Chicago",2,71.25,6171.5,488023.5
"271","Ambassador",2012,"Chicago",3,76.75,6648,531526.5
"272","Ambassador",2012,"Chicago",4,82,7094.6,617687.4
"273","Ambassador",2012,"Chicago",5,80.5,6973.5,570987
"274","Ambassador",2012,"Chicago",6,74,6393,513040
"275","Ambassador",2012,"Chicago",7,86.6,7490.2,626424.2
"276","Ambassador",2012,"Chicago",8,88,7604,613214.75
"277","Ambassador",2012,"Chicago",9,87.2,7527.2,615918
"278","Ambassador",2012,"Chicago",10,91.75,7713.5,656405.25
"279","Ambassador",2012,"Chicago",11,71.75,5825,487684.5
"280","Ambassador",2012,"Chicago",12,76,6589.2,643893.8
"281","Ambassador",2013,"Chicago",1,76.5,6620,541555.75
"282","Ambassador",2013,"Chicago",2,74.25,6431.75,512787.25
"283","Ambassador",2013,"Chicago",3,87.8,7610.4,651663.6
"284","Ambassador",2013,"Chicago",4,86.5,7472.75,621380.75
"285","Ambassador",2013,"Chicago",5,91.25,7875.5,686695.75
"286","Ambassador",2013,"Chicago",6,85.8,7407.4,599065.6
"287","Ambassador",2013,"Chicago",7,96.25,8304.75,692188.75
"288","Ambassador",2013,"Chicago",8,95,8183.25,673781.25
