"","Theatre","Show","Type","Date","Year","Month","Avg_Attendance","Avg_Gross","Avg_Capacity"
"20972","August Wilson","Jersey Boys","Musical","12/22/13",2013,12,8130,871578,83
"20973","Al Hirschfeld","Kinky Boots","Musical","12/22/13",2013,12,11080,1719272,97
"20974","Vivian Beaumont","Macbeth '13 (Lct)","Play","12/22/13",2013,12,5769,334034,69
"20975","American Airlines","Machinal","Play","12/22/13",2013,12,2012,70446,69
"20976","Broadhurst","Mamma Mia!","Musical","12/22/13",2013,12,7200,627873,77
"20977","Shubert","Matilda","Musical","12/22/13",2013,12,11265,1286509,98
"20978","Lunt-Fontanne","Motown The Musical","Musical","12/22/13",2013,12,10970,1407739,91
"20979","Nederlander","Newsies","Musical","12/22/13",2013,12,8767,805718,92
"20980","Cort","No Man'S Land/Waiting For Godot","Play","12/22/13",2013,12,7767,720707,90
"20981","Jacobs","Once","Musical","12/22/13",2013,12,6666,722299,79
"20982","Music Box","Pippin","Musical","12/22/13",2013,12,7150,831288,90
"20983","Helen Hayes","Rock Of Ages","Musical","12/22/13",2013,12,3576,351984,88
"20984","Foxwoods","Spider-Man Turn Off The Dark","Musical","12/22/13",2013,12,12755,1203125,101
"20985","Eugene O'Neill","The Book Of Mormon","Musical","12/22/13",2013,12,8752,1962932,103
"20986","Booth","The Glass Menagerie '13","Play","12/22/13",2013,12,4379,504049,70
"20987","Minskoff","The Lion King","Musical","12/22/13",2013,12,13399,2206379,99
"20988","Majestic","The Phantom Of The Opera","Musical","12/22/13",2013,12,10896,1005309,85
"20989","Belasco","Twelfth Night/Richard Iii","Play","12/22/13",2013,12,8524,845435,101
"20990","Gershwin","Wicked","Musical","12/22/13",2013,12,14486,2153098,97
"20991","Imperial","700 Sundays '13","Play","12/29/13",2013,12,8770,1403415,100
"20992","Walter Kerr","A Gentleman'S Guide To Love And Murder","Musical","12/29/13",2013,12,7602,816932,93
"20993","Lyceum","A Night With Janis Joplin","Musical","12/29/13",2013,12,4943,444357,74
"20994","Brooks Atkinson","After Midnight","Musical","12/29/13",2013,12,7529,891410,91
"20995","Palace","Annie '12","Musical","12/29/13",2013,12,13226,1566847,97
"20996","Stephen Sondheim","Beautiful","Musical","12/29/13",2013,12,7160,838845,87
"20997","Ethel Barrymore","Betrayal '13","Play","12/29/13",2013,12,9477,1442087,100
"20998","Neil Simon","Big Fish","Musical","12/29/13",2013,12,11163,950667,88
"20999","Ambassador","Chicago","Musical","12/29/13",2013,12,8792,1059107,102
"21000","Broadway","Cinderella","Musical","12/29/13",2013,12,13523,1479890,97
"21001","Longacre","First Date","Musical","12/29/13",2013,12,6584,514551,77
"21002","August Wilson","Jersey Boys","Musical","12/29/13",2013,12,9619,1285451,98
"21003","Al Hirschfeld","Kinky Boots","Musical","12/29/13",2013,12,12914,2247240,101
"21004","Vivian Beaumont","Macbeth '13 (Lct)","Play","12/29/13",2013,12,5746,384940,69
"21005","American Airlines","Machinal","Play","12/29/13",2013,12,2772,111626,64
"21006","Broadhurst","Mamma Mia!","Musical","12/29/13",2013,12,10269,1172129,98
"21007","Shubert","Matilda","Musical","12/29/13",2013,12,11544,1732800,101
"21008","Lunt-Fontanne","Motown The Musical","Musical","12/29/13",2013,12,12070,1708597,100
"21009","Nederlander","Newsies","Musical","12/29/13",2013,12,10762,1278045,101
"21010","Cort","No Man'S Land/Waiting For Godot","Play","12/29/13",2013,12,8485,911906,99
"21011","Jacobs","Once","Musical","12/29/13",2013,12,8482,1035178,100
"21012","Music Box","Pippin","Musical","12/29/13",2013,12,8025,1245604,101
"21013","Helen Hayes","Rock Of Ages","Musical","12/29/13",2013,12,5114,612102,97
"21014","Foxwoods","Spider-Man Turn Off The Dark","Musical","12/29/13",2013,12,16803,2176436,97
"21015","Eugene O'Neill","The Book Of Mormon","Musical","12/29/13",2013,12,8752,2145404,103
"21016","Booth","The Glass Menagerie '13","Play","12/29/13",2013,12,5515,660124,89
"21017","Minskoff","The Lion King","Musical","12/29/13",2013,12,15307,2837158,100
"21018","Majestic","The Phantom Of The Opera","Musical","12/29/13",2013,12,14622,1843296,101
"21019","Belasco","Twelfth Night/Richard Iii","Play","12/29/13",2013,12,7464,786377,101
"21020","Gershwin","Wicked","Musical","12/29/13",2013,12,17352,3201333,100
"21021","Walter Kerr","A Gentleman'S Guide To Love And Murder","Musical","1/5/14",2014,1,5724,544066,90
"21022","Lyceum","A Night With Janis Joplin","Musical","1/5/14",2014,1,4177,369944,62
"21023","Brooks Atkinson","After Midnight","Musical","1/5/14",2014,1,5637,579804,68
"21024","Palace","Annie '12","Musical","1/5/14",2014,1,13619,1387296,100
"21025","Stephen Sondheim","Beautiful","Musical","1/5/14",2014,1,6602,740451,80
"21026","Ethel Barrymore","Betrayal '13","Play","1/5/14",2014,1,9477,1367059,100
"21027","Ambassador","Chicago","Musical","1/5/14",2014,1,7973,923074,92
"21028","Broadway","Cinderella","Musical","1/5/14",2014,1,11431,1123628,82
"21029","Longacre","First Date","Musical","1/5/14",2014,1,7441,563371,87
"21030","August Wilson","Jersey Boys","Musical","1/5/14",2014,1,7707,928795,78
"21031","Al Hirschfeld","Kinky Boots","Musical","1/5/14",2014,1,11348,1781938,100
"21032","Vivian Beaumont","Macbeth '13 (Lct)","Play","1/5/14",2014,1,5518,362880,66
"21033","American Airlines","Machinal","Play","1/5/14",2014,1,3176,126078,62
"21034","Broadhurst","Mamma Mia!","Musical","1/5/14",2014,1,8190,825532,100
"21035","Shubert","Matilda","Musical","1/5/14",2014,1,11544,1654803,101
"21036","Lunt-Fontanne","Motown The Musical","Musical","1/5/14",2014,1,10758,1334907,89
"21037","Nederlander","Newsies","Musical","1/5/14",2014,1,9304,934998,98
"21038","Cort","No Man'S Land/Waiting For Godot","Play","1/5/14",2014,1,8035,786972,94
"21039","Jacobs","Once","Musical","1/5/14",2014,1,7979,834442,94
"21040","Friedman","Outside Mullingar","Play","1/5/14",2014,1,2078,116334,80
"21041","Music Box","Pippin","Musical","1/5/14",2014,1,7766,1026769,98
"21042","Helen Hayes","Rock Of Ages","Musical","1/5/14",2014,1,3921,439311,84
"21043","Foxwoods","Spider-Man Turn Off The Dark","Musical","1/5/14",2014,1,14895,1782904,96
"21044","Eugene O'Neill","The Book Of Mormon","Musical","1/5/14",2014,1,8752,1948385,103
"21045","Booth","The Glass Menagerie '13","Play","1/5/14",2014,1,4835,542803,78
"21046","Minskoff","The Lion King","Musical","1/5/14",2014,1,13603,2332390,100
"21047","Majestic","The Phantom Of The Opera","Musical","1/5/14",2014,1,11195,1357647,100
"21048","Belasco","Twelfth Night/Richard Iii","Play","1/5/14",2014,1,8561,871219,102
"21049","Gershwin","Wicked","Musical","1/5/14",2014,1,15424,2454630,100
"21050","Walter Kerr","A Gentleman'S Guide To Love And Murder","Musical","1/12/14",2014,1,6027,526669,83
"21051","Lyceum","A Night With Janis Joplin","Musical","1/12/14",2014,1,4114,331705,61
"21052","Brooks Atkinson","After Midnight","Musical","1/12/14",2014,1,5849,522397,71
"21053","Stephen Sondheim","Beautiful","Musical","1/12/14",2014,1,7882,622394,96
"21054","Circle In The Square","Bronx Bombers","Play","1/12/14",2014,1,1692,128209,55
"21055","Ambassador","Chicago","Musical","1/12/14",2014,1,6058,480262,70
"21056","Broadway","Cinderella","Musical","1/12/14",2014,1,8263,642019,59
"21057","August Wilson","Jersey Boys","Musical","1/12/14",2014,1,6872,715549,70
"21058","Al Hirschfeld","Kinky Boots","Musical","1/12/14",2014,1,11076,1463770,97
"21059","Vivian Beaumont","Macbeth '13 (Lct)","Play","1/12/14",2014,1,6875,449047,82
"21060","American Airlines","Machinal","Play","1/12/14",2014,1,4521,197634,78
"21061","Broadhurst","Mamma Mia!","Musical","1/12/14",2014,1,6590,504214,71
"21062","Shubert","Matilda","Musical","1/12/14",2014,1,11221,1138576,98
"21063","Lunt-Fontanne","Motown The Musical","Musical","1/12/14",2014,1,9912,1113620,82
"21064","Nederlander","Newsies","Musical","1/12/14",2014,1,8628,722110,91
"21065","Cort","No Man'S Land/Waiting For Godot","Play","1/12/14",2014,1,7875,718285,92
"21066","Jacobs","Once","Musical","1/12/14",2014,1,6357,631440,75
"21067","Friedman","Outside Mullingar","Play","1/12/14",2014,1,3974,208084,87
"21068","Music Box","Pippin","Musical","1/12/14",2014,1,7397,785586,93
"21069","Helen Hayes","Rock Of Ages","Musical","1/12/14",2014,1,4337,371622,93
"21070","Eugene O'Neill","The Book Of Mormon","Musical","1/12/14",2014,1,8752,1709586,103
"21071","Booth","The Glass Menagerie '13","Play","1/12/14",2014,1,5328,537792,86
"21072","Minskoff","The Lion King","Musical","1/12/14",2014,1,13230,1714261,97
"21073","Majestic","The Phantom Of The Opera","Musical","1/12/14",2014,1,10335,811982,80
"21074","Belasco","Twelfth Night/Richard Iii","Play","1/12/14",2014,1,8562,852893,102
"21075","Gershwin","Wicked","Musical","1/12/14",2014,1,14561,1679996,97
"21076","Walter Kerr","A Gentleman'S Guide To Love And Murder","Musical","1/19/14",2014,1,6010,527598,83
"21077","Lyceum","A Night With Janis Joplin","Musical","1/19/14",2014,1,4643,339451,69
"21078","Brooks Atkinson","After Midnight","Musical","1/19/14",2014,1,6454,590401,78
"21079","Stephen Sondheim","Beautiful","Musical","1/19/14",2014,1,8025,850362,98
"21080","Circle In The Square","Bronx Bombers","Play","1/19/14",2014,1,3803,167974,62
"21081","Ambassador","Chicago","Musical","1/19/14",2014,1,6575,495368,76
"21082","Broadway","Cinderella","Musical","1/19/14",2014,1,10185,781752,73
"21083","August Wilson","Jersey Boys","Musical","1/19/14",2014,1,6732,709931,69
"21084","Al Hirschfeld","Kinky Boots","Musical","1/19/14",2014,1,10795,1527348,95
"21085","American Airlines","Machinal","Play","1/19/14",2014,1,4653,214329,80
"21086","Broadhurst","Mamma Mia!","Musical","1/19/14",2014,1,7064,538818,76
"21087","Shubert","Matilda","Musical","1/19/14",2014,1,10594,1130146,92
"21088","Lunt-Fontanne","Motown The Musical","Musical","1/19/14",2014,1,10235,1169588,85
"21089","Nederlander","Newsies","Musical","1/19/14",2014,1,8110,717531,86
"21090","Cort","No Man'S Land/Waiting For Godot","Play","1/19/14",2014,1,7079,692954,82
"21091","Jacobs","Once","Musical","1/19/14",2014,1,6306,657372,74
"21092","Friedman","Outside Mullingar","Play","1/19/14",2014,1,4982,282706,96
"21093","Music Box","Pippin","Musical","1/19/14",2014,1,7010,768965,89
"21094","Helen Hayes","Rock Of Ages","Musical","1/19/14",2014,1,4120,361214,88
"21095","Eugene O'Neill","The Book Of Mormon","Musical","1/19/14",2014,1,8752,1750313,103
"21096","Schoenfeld","The Bridges Of Madison County","Musical","1/19/14",2014,1,2783,212261,91
"21097","Booth","The Glass Menagerie '13","Play","1/19/14",2014,1,5608,563227,90
"21098","Minskoff","The Lion King","Musical","1/19/14",2014,1,13292,1653132,98
"21099","Majestic","The Phantom Of The Opera","Musical","1/19/14",2014,1,9388,757978,73
"21100","Belasco","Twelfth Night/Richard Iii","Play","1/19/14",2014,1,8571,881048,102
"21101","Gershwin","Wicked","Musical","1/19/14",2014,1,14273,1749967,99
"21102","Walter Kerr","A Gentleman'S Guide To Love And Murder","Musical","1/26/14",2014,1,5935,499786,82
"21103","Lyceum","A Night With Janis Joplin","Musical","1/26/14",2014,1,4242,314542,63
"21104","Brooks Atkinson","After Midnight","Musical","1/26/14",2014,1,6841,572163,83
"21105","Stephen Sondheim","Beautiful","Musical","1/26/14",2014,1,7415,835905,90
"21106","Circle In The Square","Bronx Bombers","Play","1/26/14",2014,1,3886,157099,63
"21107","Ambassador","Chicago","Musical","1/26/14",2014,1,6506,488313,75
"21108","Broadway","Cinderella","Musical","1/26/14",2014,1,9169,695161,65
"21109","August Wilson","Jersey Boys","Musical","1/26/14",2014,1,7118,702496,72
"21110","Al Hirschfeld","Kinky Boots","Musical","1/26/14",2014,1,10633,1385078,93
"21111","American Airlines","Machinal","Play","1/26/14",2014,1,3631,189739,62
"21112","Broadhurst","Mamma Mia!","Musical","1/26/14",2014,1,7182,518241,77
"21113","Shubert","Matilda","Musical","1/26/14",2014,1,11106,1053614,97
"21114","Lunt-Fontanne","Motown The Musical","Musical","1/26/14",2014,1,10338,1115402,86
"21115","Nederlander","Newsies","Musical","1/26/14",2014,1,8259,687813,87
"21116","Cort","No Man'S Land/Waiting For Godot","Play","1/26/14",2014,1,6579,596123,77
"21117","Jacobs","Once","Musical","1/26/14",2014,1,6797,639104,80
"21118","Friedman","Outside Mullingar","Play","1/26/14",2014,1,4825,225870,93
"21119","Music Box","Pippin","Musical","1/26/14",2014,1,7067,720127,89
"21120","Helen Hayes","Rock Of Ages","Musical","1/26/14",2014,1,4120,350837,88
"21121","Eugene O'Neill","The Book Of Mormon","Musical","1/26/14",2014,1,8752,1660267,103
"21122","Schoenfeld","The Bridges Of Madison County","Musical","1/26/14",2014,1,5846,376494,82
"21123","Booth","The Glass Menagerie '13","Play","1/26/14",2014,1,5442,509628,87
"21124","Minskoff","The Lion King","Musical","1/26/14",2014,1,13424,1608611,99
"21125","Majestic","The Phantom Of The Opera","Musical","1/26/14",2014,1,10206,742269,79
"21126","Belasco","Twelfth Night/Richard Iii","Play","1/26/14",2014,1,8410,878829,100
"21127","Gershwin","Wicked","Musical","1/26/14",2014,1,15044,1598920,98
"21128","Walter Kerr","A Gentleman'S Guide To Love And Murder","Musical","2/2/14",2014,2,5472,420646,75
"21129","Lyceum","A Night With Janis Joplin","Musical","2/2/14",2014,2,3254,231225,48
"21130","Brooks Atkinson","After Midnight","Musical","2/2/14",2014,2,6983,584044,84
"21131","Stephen Sondheim","Beautiful","Musical","2/2/14",2014,2,7158,745443,87
"21132","Circle In The Square","Bronx Bombers","Play","2/2/14",2014,2,4470,137015,73
"21133","Ambassador","Chicago","Musical","2/2/14",2014,2,4643,340481,54
"21134","Broadway","Cinderella","Musical","2/2/14",2014,2,7482,508604,53
"21135","August Wilson","Jersey Boys","Musical","2/2/14",2014,2,5760,538710,59
"21136","Al Hirschfeld","Kinky Boots","Musical","2/2/14",2014,2,10421,1173857,91
"21137","American Airlines","Machinal","Play","2/2/14",2014,2,3192,196201,63
"21138","Broadhurst","Mamma Mia!","Musical","2/2/14",2014,2,5291,343596,57
"21139","Shubert","Matilda","Musical","2/2/14",2014,2,10910,969639,95
"21140","Lunt-Fontanne","Motown The Musical","Musical","2/2/14",2014,2,9694,978954,80
"21141","Nederlander","Newsies","Musical","2/2/14",2014,2,7678,568494,81
"21142","Cort","No Man'S Land/Waiting For Godot","Play","2/2/14",2014,2,6337,536711,74
"21143","Jacobs","Once","Musical","2/2/14",2014,2,6331,552672,75
"21144","Friedman","Outside Mullingar","Play","2/2/14",2014,2,4648,317000,89
"21145","Music Box","Pippin","Musical","2/2/14",2014,2,6780,614740,86
"21146","Helen Hayes","Rock Of Ages","Musical","2/2/14",2014,2,3494,289178,75
"21147","Eugene O'Neill","The Book Of Mormon","Musical","2/2/14",2014,2,8724,1641717,102
"21148","Schoenfeld","The Bridges Of Madison County","Musical","2/2/14",2014,2,5826,337841,82
"21149","Booth","The Glass Menagerie '13","Play","2/2/14",2014,2,5246,462224,84
"21150","Minskoff","The Lion King","Musical","2/2/14",2014,2,12063,1293167,89
"21151","Majestic","The Phantom Of The Opera","Musical","2/2/14",2014,2,8839,622287,69
"21152","Belasco","Twelfth Night/Richard Iii","Play","2/2/14",2014,2,8586,907006,102
"21153","Gershwin","Wicked","Musical","2/2/14",2014,2,13810,1403247,95
"21154","Walter Kerr","A Gentleman'S Guide To Love And Murder","Musical","2/9/14",2014,2,5498,452612,76
"21155","Lyceum","A Night With Janis Joplin","Musical","2/9/14",2014,2,4352,342185,74
"21156","Brooks Atkinson","After Midnight","Musical","2/9/14",2014,2,7426,647925,90
"21157","Stephen Sondheim","Beautiful","Musical","2/9/14",2014,2,7460,832495,91
"21158","Circle In The Square","Bronx Bombers","Play","2/9/14",2014,2,4261,134027,69
"21159","Ambassador","Chicago","Musical","2/9/14",2014,2,5148,394400,60
"21160","Broadway","Cinderella","Musical","2/9/14",2014,2,7937,633396,57
"21161","August Wilson","Jersey Boys","Musical","2/9/14",2014,2,6485,618954,66
"21162","Al Hirschfeld","Kinky Boots","Musical","2/9/14",2014,2,10607,1284663,93
"21163","American Airlines","Machinal","Play","2/9/14",2014,2,3583,215339,62
"21164","Broadhurst","Mamma Mia!","Musical","2/9/14",2014,2,5732,419553,61
"21165","Shubert","Matilda","Musical","2/9/14",2014,2,10243,926219,89
"21166","Lunt-Fontanne","Motown The Musical","Musical","2/9/14",2014,2,9864,1005080,82
"21167","Nederlander","Newsies","Musical","2/9/14",2014,2,7697,602699,81
"21168","Cort","No Man'S Land/Waiting For Godot","Play","2/9/14",2014,2,6284,551720,73
"21169","Jacobs","Once","Musical","2/9/14",2014,2,6489,587345,77
"21170","Friedman","Outside Mullingar","Play","2/9/14",2014,2,4842,331915,93
"21171","Music Box","Pippin","Musical","2/9/14",2014,2,6398,624252,81
"21172","Helen Hayes","Rock Of Ages","Musical","2/9/14",2014,2,3842,321202,82
"21173","Eugene O'Neill","The Book Of Mormon","Musical","2/9/14",2014,2,8752,1608197,103
"21174","Schoenfeld","The Bridges Of Madison County","Musical","2/9/14",2014,2,5585,377124,69
"21175","Booth","The Glass Menagerie '13","Play","2/9/14",2014,2,5017,466556,81
"21176","Minskoff","The Lion King","Musical","2/9/14",2014,2,13313,1397103,98
"21177","Majestic","The Phantom Of The Opera","Musical","2/9/14",2014,2,9029,659176,70
"21178","Belasco","Twelfth Night/Richard Iii","Play","2/9/14",2014,2,8585,914033,102
"21179","Gershwin","Wicked","Musical","2/9/14",2014,2,13992,1493721,97
"21180","Walter Kerr","A Gentleman'S Guide To Love And Murder","Musical","2/16/14",2014,2,5497,471751,76
"21181","Brooks Atkinson","After Midnight","Musical","2/16/14",2014,2,6870,619847,83
"21182","Neil Simon","All The Way","Play","2/16/14",2014,2,8188,770789,72
"21183","Stephen Sondheim","Beautiful","Musical","2/16/14",2014,2,7497,901903,91
"21184","Circle In The Square","Bronx Bombers","Play","2/16/14",2014,2,3844,177559,63
"21185","Ambassador","Chicago","Musical","2/16/14",2014,2,6380,571596,74
"21186","Broadway","Cinderella","Musical","2/16/14",2014,2,10384,896903,74
"21187","August Wilson","Jersey Boys","Musical","2/16/14",2014,2,6499,725805,66
"21188","Al Hirschfeld","Kinky Boots","Musical","2/16/14",2014,2,10243,1431140,90
"21189","American Airlines","Machinal","Play","2/16/14",2014,2,3763,216017,65
"21190","Broadhurst","Mamma Mia!","Musical","2/16/14",2014,2,6908,550858,74
"21191","Shubert","Matilda","Musical","2/16/14",2014,2,10340,1146444,90
"21192","Lunt-Fontanne","Motown The Musical","Musical","2/16/14",2014,2,10977,1197720,91
