,Year,Month,Week,Total Weekly Gross,Show Title,Theatre,Avg. Ticket Price,Seats Sold,Seats in Theatre
45132,2018,October,20,762454.4,Chicago,Ambassador Theatre,92.47,8245,1080
45133,2018,October,20,1125197.0,Come From Away,Gerald Schoenfeld Theatre,131.93,8529,1046
45134,2018,October,20,1515204.45,Dear Evan Hansen,Music Box Theatre,189.66,7989,984
45135,2018,October,20,1573450.8,Frozen,St. James Theatre,124.84,12604,1684
45136,2018,October,20,3245544.0,Hamilton,Richard Rodgers Theatre,301.77,10755,1321
45137,2018,October,20,2054500.0,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,158.33,12976,1622
45138,2018,October,20,219034.5,Head Over Heels,Hudson Theatre,69.67,3144,963
45139,2018,October,20,832523.75,King Kong,Broadway Theatre,79.84,10428,1738
45140,2018,October,20,717013.6,Kinky Boots,Al Hirschfeld Theatre,90.51,7922,1424
45141,2018,October,20,1386133.55,Mean Girls,August Wilson Theatre,142.11,9754,1225
45142,2018,October,20,1093904.0,My Fair Lady,Vivian Beaumont Theater,144.39,7576,1069
45143,2018,October,20,430394.1,Once On This Island,Circle in the Square Theatre,90.48,4757,696
45144,2018,October,20,1193965.2,Pretty Woman: The Musical,Nederlander Theatre,131.32,9092,1168
45145,2018,October,20,672027.0,School of Rock - The Musical,Winter Garden Theatre,85.79,7833,1523
45146,2018,October,20,1929795.0,Springsteen On Broadway,Walter Kerr Theatre,508.91,3792,948
45147,2018,October,20,690915.5,Summer: The Donna Summer Musical,Lunt-Fontanne Theatre,94.39,7320,1470
45148,2018,October,20,902312.54,The Band's Visit,Ethel Barrymore Theatre,117.11,7705,1039
45149,2018,October,20,1180831.0,The Book of Mormon,Eugene O'Neill Theatre,136.01,8682,1047
45150,2018,October,20,693826.3,The Ferryman,Bernard B. Jacobs Theatre,103.98,6673,1019
45151,2018,October,20,803054.0,The Lifespan of a Fact,Studio 54,124.0,6476,1004
45152,2018,October,20,2156939.0,The Lion King,Minskoff Theatre,160.64,13427,1696
45153,2018,October,20,204865.6,The Nap,Samuel J. Friedman Theatre,55.03,3723,643
45154,2018,October,20,1055232.51,The Phantom of the Opera,Majestic Theatre,90.95,11602,1605
45155,2018,October,20,300431.5,The Play That Goes Wrong,Lyceum Theatre,64.75,4640,854
45156,2018,October,20,379302.0,The Waverly Gallery,John Golden Theatre,75.83,5002,787
45157,2018,October,20,238956.5,Torch Song,Helen Hayes Theater,68.31,3498,581
45158,2018,October,20,667453.5,Waitress,Brooks Atkinson Theatre,98.81,6755,1045
45159,2018,October,20,1649536.0,Wicked,Gershwin Theatre,119.97,13749,1807
45160,2018,October,21,1316897.7,Aladdin,New Amsterdam Theatre,98.35,13390,1727
45161,2018,October,21,551577.92,American Son,Booth Theatre,110.18,5006,774
45162,2018,October,21,770316.8,Anastasia,Broadhurst Theatre,93.53,8236,1143
45163,2018,October,21,828343.0,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,106.92,7747,1026
45164,2018,October,21,397610.5,Bernhardt/Hamlet,American Airlines Theatre,83.81,4744,736
45165,2018,October,21,772729.75,Chicago,Ambassador Theatre,93.3,8282,1080
45166,2018,October,21,1150466.0,Come From Away,Gerald Schoenfeld Theatre,134.83,8533,1046
45167,2018,October,21,1540296.65,Dear Evan Hansen,Music Box Theatre,192.9,7985,984
45168,2018,October,21,1590249.1,Frozen,St. James Theatre,125.62,12659,1684
45169,2018,October,21,3248164.0,Hamilton,Richard Rodgers Theatre,301.99,10756,1321
45170,2018,October,21,2090857.0,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,161.13,12976,1622
45171,2018,October,21,251815.0,Head Over Heels,Hudson Theatre,65.44,3848,963
45172,2018,October,21,673685.5,King Kong,Broadway Theatre,79.0,8528,1738
45173,2018,October,21,765558.1,Kinky Boots,Al Hirschfeld Theatre,92.59,8268,1424
45174,2018,October,21,1372883.3,Mean Girls,August Wilson Theatre,141.81,9681,1225
45175,2018,October,21,1165869.0,My Fair Lady,Vivian Beaumont Theater,153.08,7616,1069
45176,2018,October,21,433460.9,Once On This Island,Circle in the Square Theatre,87.29,4966,696
45177,2018,October,21,1203148.2,Pretty Woman: The Musical,Nederlander Theatre,132.34,9091,1168
45178,2018,October,21,733818.0,School of Rock - The Musical,Winter Garden Theatre,84.44,8690,1523
45179,2018,October,21,2414700.0,Springsteen On Broadway,Walter Kerr Theatre,509.43,4740,948
45180,2018,October,21,683585.5,Summer: The Donna Summer Musical,Lunt-Fontanne Theatre,98.44,6944,1470
45181,2018,October,21,907794.78,The Band's Visit,Ethel Barrymore Theatre,114.52,7927,1039
45182,2018,October,21,1184562.0,The Book of Mormon,Eugene O'Neill Theatre,135.94,8714,1047
45183,2018,October,21,682369.1,The Ferryman,Bernard B. Jacobs Theatre,85.46,7985,1019
45184,2018,October,21,808088.0,The Lifespan of a Fact,Studio 54,107.83,7494,1004
45185,2018,October,21,2216979.0,The Lion King,Minskoff Theatre,163.93,13524,1696
45186,2018,October,21,210366.2,The Nap,Samuel J. Friedman Theatre,59.12,3558,643
45187,2018,October,21,1001995.44,The Phantom of the Opera,Majestic Theatre,90.25,11102,1605
45188,2018,October,21,322549.16,The Play That Goes Wrong,Lyceum Theatre,64.39,5009,854
45189,2018,October,21,393429.5,The Waverly Gallery,John Golden Theatre,64.75,6076,787
45190,2018,October,21,258729.6,Torch Song,Helen Hayes Theater,67.22,3849,585
45191,2018,October,21,696843.0,Waitress,Brooks Atkinson Theatre,100.18,6956,1045
45192,2018,October,21,1704955.0,Wicked,Gershwin Theatre,120.19,14185,1807
45193,2018,October,22,1294657.9,Aladdin,New Amsterdam Theatre,97.79,13239,1727
45194,2018,October,22,510766.0,American Son,Booth Theatre,116.75,4375,774
45195,2018,October,22,619115.31,Anastasia,Broadhurst Theatre,88.14,7024,1143
45196,2018,October,22,743518.5,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,101.2,7347,1026
45197,2018,October,22,345038.2,Bernhardt/Hamlet,American Airlines Theatre,74.41,4637,736
45198,2018,October,22,772143.4,Chicago,Ambassador Theatre,91.76,8415,1080
45199,2018,October,22,1108496.2,Come From Away,Gerald Schoenfeld Theatre,129.92,8532,1046
45200,2018,October,22,1504727.47,Dear Evan Hansen,Music Box Theatre,188.92,7965,984
45201,2018,October,22,1554026.0,Frozen,St. James Theatre,120.62,12884,1684
45202,2018,October,22,2945615.0,Hamilton,Richard Rodgers Theatre,274.34,10737,1321
45203,2018,October,22,2060777.0,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,158.81,12976,1622
45204,2018,October,22,205599.75,Head Over Heels,Hudson Theatre,59.92,3431,963
45205,2018,October,22,774280.0,King Kong,Broadway Theatre,80.0,9678,1738
45206,2018,October,22,688531.4,Kinky Boots,Al Hirschfeld Theatre,92.98,7405,1424
45207,2018,October,22,1241318.85,Mean Girls,August Wilson Theatre,130.61,9504,1225
45208,2018,October,22,124121.4,Mike Birbiglia's The New One,Cort Theatre,48.09,2581,1073
45209,2018,October,22,1184426.0,My Fair Lady,Vivian Beaumont Theater,147.81,8013,1069
45210,2018,October,22,401933.5,Once On This Island,Circle in the Square Theatre,87.07,4616,696
45211,2018,October,22,1188403.1,Pretty Woman: The Musical,Nederlander Theatre,131.26,9054,1168
45212,2018,October,22,702531.5,School of Rock - The Musical,Winter Garden Theatre,84.63,8301,1523
45213,2018,October,22,1937995.0,Springsteen On Broadway,Walter Kerr Theatre,511.07,3792,948
45214,2018,October,22,598438.0,Summer: The Donna Summer Musical,Lunt-Fontanne Theatre,87.48,6841,1470
45215,2018,October,22,878504.12,The Band's Visit,Ethel Barrymore Theatre,111.88,7852,1039
45216,2018,October,22,1135182.0,The Book of Mormon,Eugene O'Neill Theatre,130.84,8676,1047
45217,2018,October,22,902456.02,The Ferryman,Bernard B. Jacobs Theatre,114.47,7884,1019
45218,2018,October,22,985137.9,The Lifespan of a Fact,Studio 54,131.79,7475,1004
45219,2018,October,22,2103744.0,The Lion King,Minskoff Theatre,155.74,13508,1696
45220,2018,October,22,174209.4,The Nap,Samuel J. Friedman Theatre,49.8,3498,643
45221,2018,October,22,1003283.36,The Phantom of the Opera,Majestic Theatre,88.72,11309,1605
45222,2018,October,22,288334.5,The Play That Goes Wrong,Lyceum Theatre,60.78,4744,854
45223,2018,October,22,343855.45,The Prom,Longacre Theatre,53.85,6385,1016
45224,2018,October,22,422756.4,The Waverly Gallery,John Golden Theatre,67.64,6250,787
45225,2018,October,22,214462.5,Torch Song,Helen Hayes Theater,52.85,4058,585
45226,2018,October,22,630569.0,Waitress,Brooks Atkinson Theatre,99.54,6335,1045
45227,2018,October,22,1545030.0,Wicked,Gershwin Theatre,114.78,13461,1807
45228,2018,November,23,1258572.0,Aladdin,New Amsterdam Theatre,95.23,13216,1727
45229,2018,November,23,421752.0,American Son,Booth Theatre,84.37,4999,774
45230,2018,November,23,746074.92,Anastasia,Broadhurst Theatre,92.02,8108,1143
45231,2018,November,23,666168.69,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,92.05,7237,1026
45232,2018,November,23,373035.6,Bernhardt/Hamlet,American Airlines Theatre,80.66,4625,736
45233,2018,November,23,722269.6,Chicago,Ambassador Theatre,90.16,8011,1080
45234,2018,November,23,1023781.4,Come From Away,Gerald Schoenfeld Theatre,120.56,8492,1046
45235,2018,November,23,1407880.4,Dear Evan Hansen,Music Box Theatre,176.43,7980,984
45236,2018,November,23,1299258.9,Frozen,St. James Theatre,105.18,12353,1684
45237,2018,November,23,2824675.0,Hamilton,Richard Rodgers Theatre,263.15,10734,1321
45238,2018,November,23,2054953.0,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,158.37,12976,1622
45239,2018,November,23,185775.5,Head Over Heels,Hudson Theatre,62.85,2956,963
45240,2018,November,23,674934.25,King Kong,Broadway Theatre,68.13,9906,1738
45241,2018,November,23,623961.4,Kinky Boots,Al Hirschfeld Theatre,94.51,6602,1424
45242,2018,November,23,1246467.35,Mean Girls,August Wilson Theatre,131.08,9509,1225
45243,2018,November,23,191614.0,Mike Birbiglia's The New One,Cort Theatre,38.78,4941,1073
45244,2018,November,23,981958.5,My Fair Lady,Vivian Beaumont Theater,128.95,7615,1069
45245,2018,November,23,358878.8,Once On This Island,Circle in the Square Theatre,71.63,5010,696
45246,2018,November,23,1065416.0,Pretty Woman: The Musical,Nederlander Theatre,121.54,8766,1168
45247,2018,November,23,663759.0,School of Rock - The Musical,Winter Garden Theatre,82.99,7998,1523
45248,2018,November,23,2424880.0,Springsteen On Broadway,Walter Kerr Theatre,511.58,4740,948
45249,2018,November,23,569903.0,Summer: The Donna Summer Musical,Lunt-Fontanne Theatre,88.18,6463,1470
45250,2018,November,23,754549.5,The Band's Visit,Ethel Barrymore Theatre,103.9,7262,1039
45251,2018,November,23,1100964.5,The Book of Mormon,Eugene O'Neill Theatre,127.81,8614,1047
45252,2018,November,23,495489.0,The Cher Show,Neil Simon Theatre,123.35,4017,1380
45253,2018,November,23,919930.0,The Ferryman,Bernard B. Jacobs Theatre,119.61,7691,1019
45254,2018,November,23,884145.1,The Lifespan of a Fact,Studio 54,131.71,6713,1004
45255,2018,November,23,2090669.0,The Lion King,Minskoff Theatre,154.44,13537,1696
45256,2018,November,23,176181.8,The Nap,Samuel J. Friedman Theatre,48.8,3610,643
45257,2018,November,23,930637.4,The Phantom of the Opera,Majestic Theatre,85.33,10906,1605
45258,2018,November,23,226490.5,The Play That Goes Wrong,Lyceum Theatre,57.21,3959,854
45259,2018,November,23,316383.6,The Prom,Longacre Theatre,48.79,6484,1016
45260,2018,November,23,451689.0,The Waverly Gallery,John Golden Theatre,82.95,5445,787
45261,2018,November,23,520357.32,To Kill A Mockingbird,Sam S. Shubert Theatre,120.43,4321,1437
45262,2018,November,23,213342.5,Torch Song,Helen Hayes Theater,48.63,4387,585
45263,2018,November,23,535899.0,Waitress,Brooks Atkinson Theatre,92.75,5778,1045
45264,2018,November,23,1676014.0,Wicked,Gershwin Theatre,124.08,13508,1807
45265,2018,November,24,1349588.5,Aladdin,New Amsterdam Theatre,100.31,13454,1727
45266,2018,November,24,645363.8,American Son,Booth Theatre,120.76,5344,774
45267,2018,November,24,760696.6,Anastasia,Broadhurst Theatre,97.28,7820,1143
45268,2018,November,24,761745.0,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,106.78,7134,1026
45269,2018,November,24,422323.3,Bernhardt/Hamlet,American Airlines Theatre,87.09,4849,736
45270,2018,November,24,744131.7,Chicago,Ambassador Theatre,90.3,8241,1080
45271,2018,November,24,1055453.8,Come From Away,Gerald Schoenfeld Theatre,124.58,8472,1046
45272,2018,November,24,1523099.08,Dear Evan Hansen,Music Box Theatre,190.43,7998,984
45273,2018,November,24,1706071.8,Frozen,St. James Theatre,131.95,12930,1684
45274,2018,November,24,2943951.0,Hamilton,Richard Rodgers Theatre,274.24,10735,1321
45275,2018,November,24,2109192.0,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,162.55,12976,1622
45276,2018,November,24,233983.5,Head Over Heels,Hudson Theatre,67.41,3471,963
45277,2018,November,24,915800.41,King Kong,Broadway Theatre,69.02,13269,1738
45278,2018,November,24,799296.95,Kinky Boots,Al Hirschfeld Theatre,91.45,8740,1424
45279,2018,November,24,1391698.65,Mean Girls,August Wilson Theatre,143.55,9695,1225
45280,2018,November,24,178137.5,Mike Birbiglia's The New One,Cort Theatre,26.9,6623,1073
45281,2018,November,24,1142786.0,My Fair Lady,Vivian Beaumont Theater,141.49,8077,1069
45282,2018,November,24,293220.0,Network,Belasco Theatre,144.02,2036,1017
45283,2018,November,24,429807.92,Once On This Island,Circle in the Square Theatre,85.45,5030,696
45284,2018,November,24,1156664.7,Pretty Woman: The Musical,Nederlander Theatre,133.27,8679,1168
45285,2018,November,24,836075.4,School of Rock - The Musical,Winter Garden Theatre,87.49,9556,1523
45286,2018,November,24,1935170.0,Springsteen On Broadway,Walter Kerr Theatre,510.33,3792,948
45287,2018,November,24,686515.0,Summer: The Donna Summer Musical,Lunt-Fontanne Theatre,93.59,7335,1470
45288,2018,November,24,787362.6,The Band's Visit,Ethel Barrymore Theatre,108.89,7231,1039
45289,2018,November,24,1175355.5,The Book of Mormon,Eugene O'Neill Theatre,135.02,8705,1047
45290,2018,November,24,1065993.0,The Cher Show,Neil Simon Theatre,115.92,9196,1380
45291,2018,November,24,1001994.9,The Ferryman,Bernard B. Jacobs Theatre,136.98,7315,1019
45292,2018,November,24,966411.3,The Lifespan of a Fact,Studio 54,130.99,7378,1004
45293,2018,November,24,2082461.0,The Lion King,Minskoff Theatre,153.81,13539,1696
45294,2018,November,24,191063.6,The Nap,Samuel J. Friedman Theatre,46.31,4126,643
45295,2018,November,24,922340.82,The Phantom of the Opera,Majestic Theatre,89.18,10343,1605
45296,2018,November,24,326463.5,The Play That Goes Wrong,Lyceum Theatre,63.44,5146,854
45297,2018,November,24,323083.0,The Prom,Longacre Theatre,55.75,5795,1016
45298,2018,November,24,491941.5,The Waverly Gallery,John Golden Theatre,90.66,5426,787
45299,2018,November,24,1130163.0,To Kill A Mockingbird,Sam S. Shubert Theatre,112.14,10078,1437
45300,2018,November,24,290584.5,Torch Song,Helen Hayes Theater,71.19,4082,585
45301,2018,November,24,683802.5,Waitress,Brooks Atkinson Theatre,100.59,6798,1045
45302,2018,November,24,1770608.0,Wicked,Gershwin Theatre,121.27,14601,1867
45303,2018,November,25,1328971.4,Aladdin,New Amsterdam Theatre,100.84,13179,1727
45304,2018,November,25,598762.3,American Son,Booth Theatre,120.16,4983,774
45305,2018,November,25,603914.8,Anastasia,Broadhurst Theatre,89.94,6715,1143
45306,2018,November,25,633176.59,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,104.88,6037,1026
45307,2018,November,25,361533.4,Bernhardt/Hamlet,American Airlines Theatre,66.84,5409,736
45308,2018,November,25,669160.65,Chicago,Ambassador Theatre,86.29,7755,1080
45309,2018,November,25,1137731.4,Come From Away,Gerald Schoenfeld Theatre,133.69,8510,1046
45310,2018,November,25,1492231.7,Dear Evan Hansen,Music Box Theatre,186.86,7986,984
45311,2018,November,25,1639775.1,Frozen,St. James Theatre,128.96,12715,1684
45312,2018,November,25,2934086.0,Hamilton,Richard Rodgers Theatre,273.29,10736,1321
45313,2018,November,25,2095399.0,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,161.48,12976,1622
45314,2018,November,25,182462.5,Head Over Heels,Hudson Theatre,61.13,2985,963
45315,2018,November,25,1018560.75,King Kong,Broadway Theatre,91.24,11164,1738
45316,2018,November,25,583495.9,Kinky Boots,Al Hirschfeld Theatre,87.21,6691,1424
45317,2018,November,25,1287601.7,Mean Girls,August Wilson Theatre,138.51,9296,1225
45318,2018,November,25,283486.5,Mike Birbiglia's The New One,Cort Theatre,50.36,5629,1073
45319,2018,November,25,1044754.92,My Fair Lady,Vivian Beaumont Theater,141.03,7408,1069
45320,2018,November,25,994920.0,Network,Belasco Theatre,141.59,7027,1015
45321,2018,November,25,379458.5,Once On This Island,Circle in the Square Theatre,85.06,4461,696
45322,2018,November,25,1104271.9,Pretty Woman: The Musical,Nederlander Theatre,130.1,8488,1168
45323,2018,November,25,692045.5,School of Rock - The Musical,Winter Garden Theatre,87.36,7922,1523
45324,2018,November,25,2423700.0,Springsteen On Broadway,Walter Kerr Theatre,511.33,4740,948
45325,2018,November,25,531161.0,Summer: The Donna Summer Musical,Lunt-Fontanne Theatre,91.28,5819,1470
45326,2018,November,25,734267.86,The Band's Visit,Ethel Barrymore Theatre,104.91,6999,1039
45327,2018,November,25,1110401.5,The Book of Mormon,Eugene O'Neill Theatre,129.75,8558,1047
45328,2018,November,25,1147507.0,The Cher Show,Neil Simon Theatre,112.52,10198,1380
45329,2018,November,25,1000731.0,The Ferryman,Bernard B. Jacobs Theatre,137.75,7265,1019
45330,2018,November,25,873924.0,The Lifespan of a Fact,Studio 54,127.28,6866,1004
45331,2018,November,25,2036711.0,The Lion King,Minskoff Theatre,151.21,13469,1696
45332,2018,November,25,830928.72,The Phantom of the Opera,Majestic Theatre,87.33,9515,1605
45333,2018,November,25,251431.5,The Play That Goes Wrong,Lyceum Theatre,59.65,4215,854
45334,2018,November,25,401844.25,The Prom,Longacre Theatre,56.84,7070,1013
45335,2018,November,25,474891.5,The Waverly Gallery,John Golden Theatre,93.5,5079,787
45336,2018,November,25,1291741.44,To Kill A Mockingbird,Sam S. Shubert Theatre,112.12,11521,1437
45337,2018,November,25,259249.0,Torch Song,Helen Hayes Theater,66.24,3914,585
45338,2018,November,25,540180.0,Waitress,Brooks Atkinson Theatre,95.73,5643,1045
45339,2018,November,25,1527418.0,Wicked,Gershwin Theatre,112.82,13538,1807
45340,2018,November,26,1855890.0,Aladdin,New Amsterdam Theatre,138.44,13406,1727
45341,2018,November,26,539543.9,American Son,Booth Theatre,123.18,4380,774
45342,2018,November,26,879132.7,Anastasia,Broadhurst Theatre,114.6,7671,1143
45343,2018,November,26,656058.5,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,108.87,6026,1026
45344,2018,November,26,791999.99,Chicago,Ambassador Theatre,94.25,8403,1080
45345,2018,November,26,1388930.5,Come From Away,Gerald Schoenfeld Theatre,162.43,8551,1046
45346,2018,November,26,1710245.65,Dear Evan Hansen,Music Box Theatre,213.83,7998,984
45347,2018,November,26,2319012.5,Frozen,St. James Theatre,175.13,13242,1684
45348,2018,November,26,3808299.0,Hamilton,Richard Rodgers Theatre,354.1,10755,1321
45349,2018,November,26,2338315.0,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,180.2,12976,1622
45350,2018,November,26,208221.25,Head Over Heels,Hudson Theatre,58.62,3552,963
45351,2018,November,26,1203258.75,King Kong,Broadway Theatre,118.0,10197,1738
45352,2018,November,26,781945.75,Kinky Boots,Al Hirschfeld Theatre,99.11,7890,1424
45353,2018,November,26,1778290.45,Mean Girls,August Wilson Theatre,182.05,9768,1225
45354,2018,November,26,315827.0,Mike Birbiglia's The New One,Cort Theatre,68.43,4615,1073
45355,2018,November,26,1383336.6,My Fair Lady,Vivian Beaumont Theater,166.29,8319,1069
45356,2018,November,26,1269076.0,Network,Belasco Theatre,157.59,8053,1015
45357,2018,November,26,459320.7,Once On This Island,Circle in the Square Theatre,102.48,4482,696
45358,2018,November,26,1105032.6,Pretty Woman: The Musical,Nederlander Theatre,141.4,7815,1168
45359,2018,November,26,1356074.3,School of Rock - The Musical,Winter Garden Theatre,109.67,12365,1523
45360,2018,November,26,462726.5,Summer: The Donna Summer Musical,Lunt-Fontanne Theatre,90.08,5137,1470
45361,2018,November,26,964719.4,The Band's Visit,Ethel Barrymore Theatre,127.57,7562,1039
45362,2018,November,26,1336076.5,The Book of Mormon,Eugene O'Neill Theatre,155.59,8587,1047
45363,2018,November,26,1044193.0,The Cher Show,Neil Simon Theatre,126.75,8238,1380
45364,2018,November,26,967888.0,The Ferryman,Bernard B. Jacobs Theatre,137.11,7059,1019
45365,2018,November,26,942563.0,The Illusionists - Magic Of The Holidays,Marquis Theatre,130.19,7240,1638
45366,2018,November,26,867076.7,The Lifespan of a Fact,Studio 54,134.95,6425,1004
45367,2018,November,26,2776228.0,The Lion King,Minskoff Theatre,206.2,13464,1696
45368,2018,November,26,1434859.48,The Phantom of the Opera,Majestic Theatre,121.16,11843,1605
45369,2018,November,26,446544.0,The Play That Goes Wrong,Lyceum Theatre,76.63,5827,854
45370,2018,November,26,564584.3,The Prom,Longacre Theatre,92.09,6131,1045
45371,2018,November,26,421075.5,The Waverly Gallery,John Golden Theatre,79.13,5321,787
45372,2018,November,26,1260035.61,To Kill A Mockingbird,Sam S. Shubert Theatre,124.4,10129,1437
45373,2018,November,26,235679.0,Torch Song,Helen Hayes Theater,54.54,4321,585
45374,2018,November,26,693227.0,Waitress,Brooks Atkinson Theatre,106.44,6513,1045
45375,2018,November,26,2478106.0,Wicked,Gershwin Theatre,165.49,14974,1926
45376,2018,December,27,1403977.9,Aladdin,New Amsterdam Theatre,104.4,13448,1727
45377,2018,December,27,598514.1,American Son,Booth Theatre,120.26,4977,774
45378,2018,December,27,652184.3,Anastasia,Broadhurst Theatre,96.06,6789,1143
45379,2018,December,27,789154.26,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,114.59,6887,1026
45380,2018,December,27,41882.0,Celebrity Autobiography,Marquis Theatre,31.35,1336,1638
45381,2018,December,27,631323.61,Chicago,Ambassador Theatre,85.68,7368,1080
45382,2018,December,27,1144391.35,Come From Away,Gerald Schoenfeld Theatre,134.6,8502,1046
45383,2018,December,27,1401387.65,Dear Evan Hansen,Music Box Theatre,183.45,7639,984
45384,2018,December,27,1850444.6,Frozen,St. James Theatre,141.67,13062,1684
45385,2018,December,27,2947169.0,Hamilton,Richard Rodgers Theatre,274.54,10735,1321
45386,2018,December,27,2024212.5,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,156.0,12976,1622
45387,2018,December,27,160862.5,Head Over Heels,Hudson Theatre,60.61,2654,963
45388,2018,December,27,943849.75,King Kong,Broadway Theatre,91.81,10280,1738
45389,2018,December,27,713878.55,Kinky Boots,Al Hirschfeld Theatre,88.6,8057,1424
45390,2018,December,27,1272934.75,Mean Girls,August Wilson Theatre,134.21,9485,1225
45391,2018,December,27,247548.5,Mike Birbiglia's The New One,Cort Theatre,54.17,4570,1073
45392,2018,December,27,1074613.5,My Fair Lady,Vivian Beaumont Theater,146.01,7360,1069
45393,2018,December,27,1097763.0,Network,Belasco Theatre,134.93,8136,1015
45394,2018,December,27,361134.9,Once On This Island,Circle in the Square Theatre,85.74,4212,696
45395,2018,December,27,1205530.2,Pretty Woman: The Musical,Nederlander Theatre,136.79,8813,1168
45396,2018,December,27,733386.9,School of Rock - The Musical,Winter Garden Theatre,89.06,8235,1523
45397,2018,December,27,1929320.0,Springsteen On Broadway,Walter Kerr Theatre,508.79,3792,948
45398,2018,December,27,511549.5,Summer: The Donna Summer Musical,Lunt-Fontanne Theatre,89.43,5720,1470
45399,2018,December,27,751464.1,The Band's Visit,Ethel Barrymore Theatre,104.41,7197,1039
45400,2018,December,27,1158059.5,The Book of Mormon,Eugene O'Neill Theatre,134.36,8619,1047
45401,2018,December,27,1075110.0,The Cher Show,Neil Simon Theatre,103.52,10386,1380
45402,2018,December,27,967901.46,The Ferryman,Bernard B. Jacobs Theatre,137.9,7019,1019
45403,2018,December,27,904020.0,The Illusionists - Magic Of The Holidays,Marquis Theatre,91.44,9886,1638
45404,2018,December,27,809880.5,The Lifespan of a Fact,Studio 54,123.36,6565,1004
45405,2018,December,27,2198618.0,The Lion King,Minskoff Theatre,162.06,13567,1696
45406,2018,December,27,883873.8,The Phantom of the Opera,Majestic Theatre,90.68,9747,1605
45407,2018,December,27,283366.46,The Play That Goes Wrong,Lyceum Theatre,62.5,4534,854
45408,2018,December,27,556472.8,The Prom,Longacre Theatre,83.81,6640,1045
45409,2018,December,27,448634.5,The Waverly Gallery,John Golden Theatre,84.03,5339,787
45410,2018,December,27,1336029.5,To Kill A Mockingbird,Sam S. Shubert Theatre,115.48,11569,1437
45411,2018,December,27,220458.5,Torch Song,Helen Hayes Theater,72.5,3041,585
45412,2018,December,27,600000.9,Waitress,Brooks Atkinson Theatre,99.95,6003,1045
45413,2018,December,27,1874882.0,Wicked,Gershwin Theatre,131.42,14266,1807
45414,2018,December,28,1452633.8,Aladdin,New Amsterdam Theatre,108.72,13361,1727
45415,2018,December,28,600986.0,American Son,Booth Theatre,122.18,4919,774
45416,2018,December,28,731978.29,Anastasia,Broadhurst Theatre,98.48,7433,1143
45417,2018,December,28,822372.1,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,116.04,7087,1026
45418,2018,December,28,630747.2,Chicago,Ambassador Theatre,86.94,7255,1080
45419,2018,December,28,1198285.56,Come From Away,Gerald Schoenfeld Theatre,140.76,8513,1046
45420,2018,December,28,1496710.2,Dear Evan Hansen,Music Box Theatre,187.37,7988,984
45421,2018,December,28,1965553.0,Frozen,St. James Theatre,148.02,13279,1684
45422,2018,December,28,2945976.0,Hamilton,Richard Rodgers Theatre,274.45,10734,1321
45423,2018,December,28,2035259.0,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,156.85,12976,1622
45424,2018,December,28,208970.25,Head Over Heels,Hudson Theatre,58.13,3595,963
45425,2018,December,28,1063913.75,King Kong,Broadway Theatre,93.15,11422,1738
45426,2018,December,28,777360.15,Kinky Boots,Al Hirschfeld Theatre,97.11,8005,1424
45427,2018,December,28,1349599.35,Mean Girls,August Wilson Theatre,140.57,9601,1225
45428,2018,December,28,259721.5,Mike Birbiglia's The New One,Cort Theatre,58.38,4449,1073
45429,2018,December,28,1165341.5,My Fair Lady,Vivian Beaumont Theater,141.77,8220,1069
45430,2018,December,28,960415.0,Network,Belasco Theatre,116.71,8229,1015
45431,2018,December,28,413734.9,Once On This Island,Circle in the Square Theatre,83.45,4958,696
45432,2018,December,28,1266873.0,Pretty Woman: The Musical,Nederlander Theatre,138.23,9165,1168
45433,2018,December,28,100407.0,Ruben & Clay's First Annual Christmas Carol Family Fun Pageant Spectacular Reunion Show,Imperial Theatre,27.11,3704,1458
45434,2018,December,28,811958.7,School of Rock - The Musical,Winter Garden Theatre,91.96,8829,1523
45435,2018,December,28,2415700.0,Springsteen On Broadway,Walter Kerr Theatre,509.64,4740,948
45436,2018,December,28,609962.5,Summer: The Donna Summer Musical,Lunt-Fontanne Theatre,91.12,6694,1470
45437,2018,December,28,825105.14,The Band's Visit,Ethel Barrymore Theatre,111.08,7428,1039
45438,2018,December,28,1241820.5,The Book of Mormon,Eugene O'Neill Theatre,143.05,8681,1047
45439,2018,December,28,1105175.0,The Cher Show,Neil Simon Theatre,99.82,11072,1380
