,Year,Month,Week,Total Weekly Gross,Show Title,Theatre,Avg. Ticket Price,Seats Sold,Seats in Theatre
26558,2006,November,25,710895.0,Les Miserables,Broadhurst Theatre,84.91,8372,1122
26559,2006,November,25,149102.0,Losing Louie,Biltmore Theatre,52.76,2826,650
26560,2006,November,25,924408.0,Mamma Mia!,Broadhurst Theatre,80.57,11473,1498
26561,2006,November,25,430864.0,Martin Short: Fame Becomes Me,Bernard B. Jacobs Theatre,79.72,5405,1025
26562,2006,November,25,734275.0,Mary Poppins,New Amsterdam Theatre,76.9,9548,1791
26563,2006,November,25,292756.0,Rent,Nederlander Theatre,57.34,5106,1181
26564,2006,November,25,871596.0,Spamalot,Sam S. Shubert Theatre,85.83,10155,1441
26565,2006,November,25,135496.0,Spring Awakening,Eugene O'Neill Theatre,50.0,2710,1090
26566,2006,November,25,593543.0,Tarzan,Richard Rodgers Theatre,71.51,8300,1319
26567,2006,November,25,262255.0,The 25th Annual Putnam County Spelling Bee,Circle in the Square Theatre,63.36,4139,684
26568,2006,November,25,181448.0,The Coast of Utopia,Vivian Beaumont Theater,62.44,2906,1047
26569,2006,November,25,878363.0,The Color Purple,Broadway Theatre,75.53,11630,1718
26570,2006,November,25,908573.0,The Drowsy Chaperone,Marquis Theatre,82.9,10960,1611
26571,2006,November,25,1025444.0,The Lion King,Minskoff Theatre,95.26,10765,1598
26572,2006,November,25,191181.0,The Little Dog Laughed,Cort Theatre,47.5,4025,1082
26573,2006,November,25,643344.0,The Phantom of the Opera,Majestic Theatre,67.51,9529,1607
26574,2006,November,25,510964.0,The Producers,St. James Theatre,65.47,7805,1706
26575,2006,November,25,319294.0,The Times They Are A-Changin',Brooks Atkinson Theatre,54.06,5906,999
26576,2006,November,25,581687.0,The Vertical Hour,Music Box Theatre,74.46,7812,993
26577,2006,November,25,410810.0,The Wedding Singer,Al Hirschfeld Theatre,64.78,6342,1422
26578,2006,November,25,1386066.0,Wicked,Gershwin Theatre,96.64,14343,1809
26579,2006,November,26,938609.0,A Chorus Line,Gerald Schoenfeld Theatre,108.5,8651,1069
26580,2006,November,26,463248.0,Avenue Q,John Golden Theatre,76.47,6058,796
26581,2006,November,26,874387.0,Beauty and the Beast,Lunt-Fontanne Theatre,82.41,10610,1509
26582,2006,November,26,346290.0,Butley,Booth Theatre,73.62,4704,780
26583,2006,November,26,640613.0,Chicago,Ambassador Theatre,80.02,8006,1080
26584,2006,November,26,428378.0,Company,Ethel Barrymore Theatre,72.21,5932,1058
26585,2006,November,26,1578149.0,Dr. Seuss' How the Grinch Stole Christmas!,Hilton Theatre,82.18,19204,1829
26586,2006,November,26,455455.0,Grey Gardens,Walter Kerr Theatre,86.18,5285,922
26587,2006,November,26,768869.0,Hairspray,Neil Simon Theatre,78.29,9821,1428
26588,2006,November,26,234427.0,Heartbreak House,American Airlines Theatre,48.05,4879,740
26589,2006,November,26,308396.0,High Fidelity,Imperial Theatre,56.71,5438,1435
26590,2006,November,26,84416.0,Jay Johnson: The Two and Only,Helen Hayes Theatre,48.43,1743,591
26591,2006,November,26,1182602.0,Jersey Boys,August Wilson Theatre,120.09,9848,1222
26592,2006,November,26,873995.0,Les Miserables,Broadhurst Theatre,95.75,9128,1122
26593,2006,November,26,121378.0,Losing Louie,Biltmore Theatre,51.61,2352,650
26594,2006,November,26,1055398.0,Mamma Mia!,Broadhurst Theatre,89.5,11792,1498
26595,2006,November,26,491011.0,Martin Short: Fame Becomes Me,Bernard B. Jacobs Theatre,85.54,5740,1025
26596,2006,November,26,1241413.0,Mary Poppins,New Amsterdam Theatre,88.23,14070,1791
26597,2006,November,26,442846.0,Rent,Nederlander Theatre,68.4,6474,1181
26598,2006,November,26,1081866.0,Spamalot,Sam S. Shubert Theatre,94.15,11491,1441
26599,2006,November,26,200224.0,Spring Awakening,Eugene O'Neill Theatre,54.19,3695,1090
26600,2006,November,26,919950.0,Tarzan,Richard Rodgers Theatre,99.12,9281,1319
26601,2006,November,26,378682.0,The 25th Annual Putnam County Spelling Bee,Circle in the Square Theatre,76.52,4949,684
26602,2006,November,26,254425.0,The Coast of Utopia,Vivian Beaumont Theater,65.49,3885,1047
26603,2006,November,26,908419.0,The Color Purple,Broadway Theatre,87.1,10430,1718
26604,2006,November,26,1031638.0,The Drowsy Chaperone,Marquis Theatre,89.89,11477,1611
26605,2006,November,26,1402984.0,The Lion King,Minskoff Theatre,110.45,12702,1598
26606,2006,November,26,193010.0,The Little Dog Laughed,Cort Theatre,52.25,3694,1082
26607,2006,November,26,982374.0,The Phantom of the Opera,Majestic Theatre,79.69,12327,1607
26608,2006,November,26,612021.0,The Producers,St. James Theatre,71.44,8567,1706
26609,2006,November,26,589239.0,The Vertical Hour,Music Box Theatre,74.71,7887,993
26610,2006,November,26,549906.0,The Wedding Singer,Al Hirschfeld Theatre,69.64,7896,1422
26611,2006,November,26,1715156.0,Wicked,Gershwin Theatre,118.52,14472,1809
26612,2006,December,27,823870.0,A Chorus Line,Gerald Schoenfeld Theatre,102.73,8020,1069
26613,2006,December,27,355492.0,Avenue Q,John Golden Theatre,68.89,5160,796
26614,2006,December,27,623866.0,Beauty and the Beast,Lunt-Fontanne Theatre,70.26,8880,1509
26615,2006,December,27,389958.0,Butley,Booth Theatre,77.3,5045,780
26616,2006,December,27,526035.0,Chicago,Ambassador Theatre,71.67,7340,1080
26617,2006,December,27,435511.0,Company,Ethel Barrymore Theatre,72.57,6001,1058
26618,2006,December,27,1411528.0,Dr. Seuss' How the Grinch Stole Christmas!,Hilton Theatre,72.65,19430,1829
26619,2006,December,27,507563.0,Grey Gardens,Walter Kerr Theatre,83.25,6097,922
26620,2006,December,27,560941.0,Hairspray,Neil Simon Theatre,68.37,8204,1428
26621,2006,December,27,244112.0,Heartbreak House,American Airlines Theatre,47.35,5156,740
26622,2006,December,27,271459.0,High Fidelity,Imperial Theatre,52.03,5217,1435
26623,2006,December,27,1181879.0,Jersey Boys,August Wilson Theatre,119.96,9852,1222
26624,2006,December,27,627681.0,Les Miserables,Broadhurst Theatre,88.59,7085,1122
26625,2006,December,27,992845.0,Mamma Mia!,Broadhurst Theatre,85.3,11639,1498
26626,2006,December,27,453680.0,Martin Short: Fame Becomes Me,Bernard B. Jacobs Theatre,85.6,5300,1025
26627,2006,December,27,1123330.0,Mary Poppins,New Amsterdam Theatre,81.2,13834,1791
26628,2006,December,27,318272.0,Rent,Nederlander Theatre,59.66,5335,1181
26629,2006,December,27,875199.0,Spamalot,Sam S. Shubert Theatre,89.0,9834,1441
26630,2006,December,27,199827.0,Spring Awakening,Eugene O'Neill Theatre,51.24,3900,1090
26631,2006,December,27,646064.0,Tarzan,Richard Rodgers Theatre,77.58,8328,1319
26632,2006,December,27,270223.0,The 25th Annual Putnam County Spelling Bee,Circle in the Square Theatre,67.81,3985,684
26633,2006,December,27,273942.0,The Apple Tree,Studio 54,53.39,5131,996
26634,2006,December,27,31766.0,The Coast of Utopia,Vivian Beaumont Theater,70.12,453,1047
26635,2006,December,27,843796.0,The Color Purple,Broadway Theatre,75.18,11223,1718
26636,2006,December,27,1016860.0,The Drowsy Chaperone,Marquis Theatre,89.1,11412,1611
26637,2006,December,27,1086393.0,The Lion King,Minskoff Theatre,97.13,11185,1598
26638,2006,December,27,227532.0,The Little Dog Laughed,Cort Theatre,53.56,4248,1082
26639,2006,December,27,646009.0,The Phantom of the Opera,Majestic Theatre,71.4,9048,1607
26640,2006,December,27,529064.0,The Producers,St. James Theatre,73.47,7201,1706
26641,2006,December,27,482474.0,The Vertical Hour,Music Box Theatre,71.14,6782,993
26642,2006,December,27,487124.0,The Wedding Singer,Al Hirschfeld Theatre,69.91,6968,1422
26643,2006,December,27,1413336.0,Wicked,Gershwin Theatre,98.61,14333,1809
26644,2006,December,28,849655.0,A Chorus Line,Gerald Schoenfeld Theatre,101.66,8358,1069
26645,2006,December,28,364742.0,Avenue Q,John Golden Theatre,69.21,5270,796
26646,2006,December,28,708621.0,Beauty and the Beast,Lunt-Fontanne Theatre,70.9,9995,1509
26647,2006,December,28,390459.0,Butley,Booth Theatre,74.87,5215,780
26648,2006,December,28,586961.0,Chicago,Ambassador Theatre,74.67,7861,1080
26649,2006,December,28,523178.0,Company,Ethel Barrymore Theatre,71.65,7302,1058
26650,2006,December,28,1567295.0,Dr. Seuss' How the Grinch Stole Christmas!,Hilton Theatre,74.8,20954,1829
26651,2006,December,28,504033.0,Grey Gardens,Walter Kerr Theatre,84.02,5999,922
26652,2006,December,28,645574.0,Hairspray,Neil Simon Theatre,70.6,9144,1428
26653,2006,December,28,228028.0,Heartbreak House,American Airlines Theatre,47.53,4798,740
26654,2006,December,28,282734.0,High Fidelity,Imperial Theatre,54.9,5150,1435
26655,2006,December,28,1197233.0,Jersey Boys,August Wilson Theatre,121.53,9851,1222
26656,2006,December,28,670455.0,Les Miserables,Broadhurst Theatre,88.1,7610,1122
26657,2006,December,28,1031276.0,Mamma Mia!,Broadhurst Theatre,85.54,12056,1498
26658,2006,December,28,491262.0,Martin Short: Fame Becomes Me,Bernard B. Jacobs Theatre,84.92,5785,1025
26659,2006,December,28,1136233.0,Mary Poppins,New Amsterdam Theatre,79.37,14315,1791
26660,2006,December,28,373834.0,Rent,Nederlander Theatre,50.11,7461,1181
26661,2006,December,28,914673.0,Spamalot,Sam S. Shubert Theatre,88.53,10332,1441
26662,2006,December,28,182541.0,Spring Awakening,Eugene O'Neill Theatre,52.54,3474,1090
26663,2006,December,28,684662.0,Tarzan,Richard Rodgers Theatre,78.28,8746,1319
26664,2006,December,28,242482.0,The 25th Annual Putnam County Spelling Bee,Circle in the Square Theatre,66.45,3649,684
26665,2006,December,28,297828.0,The Apple Tree,Studio 54,51.46,5787,999
26666,2006,December,28,232330.0,The Coast of Utopia,Vivian Beaumont Theater,47.43,4898,1047
26667,2006,December,28,870641.0,The Color Purple,Broadway Theatre,74.8,11639,1718
26668,2006,December,28,1073881.0,The Drowsy Chaperone,Marquis Theatre,89.59,11987,1611
26669,2006,December,28,1179980.0,The Lion King,Minskoff Theatre,95.97,12295,1598
26670,2006,December,28,210420.0,The Little Dog Laughed,Cort Theatre,53.11,3962,1082
26671,2006,December,28,777491.0,The Phantom of the Opera,Majestic Theatre,70.38,11047,1607
26672,2006,December,28,562614.0,The Producers,St. James Theatre,71.14,7908,1706
26673,2006,December,28,531971.0,The Vertical Hour,Music Box Theatre,70.24,7574,993
26674,2006,December,28,455116.0,The Wedding Singer,Al Hirschfeld Theatre,66.94,6799,1422
26675,2006,December,28,1450534.0,Wicked,Gershwin Theatre,100.23,14472,1809
26676,2006,December,29,849859.0,A Chorus Line,Gerald Schoenfeld Theatre,102.7,8275,1069
26677,2006,December,29,362619.0,Avenue Q,John Golden Theatre,69.67,5205,796
26678,2006,December,29,662002.0,Beauty and the Beast,Lunt-Fontanne Theatre,72.36,9149,1509
26679,2006,December,29,340696.0,Butley,Booth Theatre,73.05,4664,780
26680,2006,December,29,537087.0,Chicago,Ambassador Theatre,72.25,7434,1080
26681,2006,December,29,536434.0,Company,Ethel Barrymore Theatre,74.71,7180,1058
26682,2006,December,29,1699470.0,Dr. Seuss' How the Grinch Stole Christmas!,Hilton Theatre,80.42,21133,1829
26683,2006,December,29,441346.0,Grey Gardens,Walter Kerr Theatre,84.91,5198,922
26684,2006,December,29,539469.0,Hairspray,Neil Simon Theatre,70.06,7700,1428
26685,2006,December,29,214616.0,Heartbreak House,American Airlines Theatre,44.49,4824,740
26686,2006,December,29,233527.0,High Fidelity,Imperial Theatre,55.38,4217,1435
26687,2006,December,29,1182360.0,Jersey Boys,August Wilson Theatre,120.12,9843,1222
26688,2006,December,29,640392.0,Les Miserables,Broadhurst Theatre,85.98,7448,1122
26689,2006,December,29,952961.0,Mamma Mia!,Broadhurst Theatre,81.71,11663,1498
26690,2006,December,29,421663.0,Martin Short: Fame Becomes Me,Bernard B. Jacobs Theatre,80.58,5233,1025
26691,2006,December,29,1180630.0,Mary Poppins,New Amsterdam Theatre,83.65,14114,1791
26692,2006,December,29,348474.0,Rent,Nederlander Theatre,61.39,5676,1181
26693,2006,December,29,905434.0,Spamalot,Sam S. Shubert Theatre,88.06,10282,1441
26694,2006,December,29,303454.0,Spring Awakening,Eugene O'Neill Theatre,57.58,5270,1090
26695,2006,December,29,638817.0,Tarzan,Richard Rodgers Theatre,80.73,7913,1319
26696,2006,December,29,254479.0,The 25th Annual Putnam County Spelling Bee,Circle in the Square Theatre,65.27,3899,684
26697,2006,December,29,270904.0,The Apple Tree,Studio 54,57.13,4742,1006
26698,2006,December,29,348314.0,The Coast of Utopia,Vivian Beaumont Theater,51.73,6733,1047
26699,2006,December,29,767554.0,The Color Purple,Broadway Theatre,72.36,10608,1718
26700,2006,December,29,921735.0,The Drowsy Chaperone,Marquis Theatre,86.57,10647,1611
26701,2006,December,29,1126404.0,The Lion King,Minskoff Theatre,96.78,11639,1598
26702,2006,December,29,177443.0,The Little Dog Laughed,Cort Theatre,53.16,3338,1082
26703,2006,December,29,679083.0,The Phantom of the Opera,Majestic Theatre,71.5,9497,1607
26704,2006,December,29,482558.0,The Producers,St. James Theatre,68.19,7077,1706
26705,2006,December,29,545126.0,The Vertical Hour,Music Box Theatre,68.81,7922,993
26706,2006,December,29,376403.0,The Wedding Singer,Al Hirschfeld Theatre,70.49,5340,1422
26707,2006,December,29,1440294.0,Wicked,Gershwin Theatre,99.52,14472,1809
26708,2006,December,30,908916.0,A Chorus Line,Gerald Schoenfeld Theatre,105.42,8622,1069
26709,2006,December,30,415861.0,Avenue Q,John Golden Theatre,83.84,4960,796
26710,2006,December,30,768230.0,Beauty and the Beast,Lunt-Fontanne Theatre,79.09,9713,1509
26711,2006,December,30,278354.0,Butley,Booth Theatre,64.66,4305,780
26712,2006,December,30,504669.0,Chicago,Ambassador Theatre,73.25,6890,1080
26713,2006,December,30,410224.0,Company,Ethel Barrymore Theatre,81.77,5017,1050
26714,2006,December,30,1681661.0,Dr. Seuss' How the Grinch Stole Christmas!,Hilton Theatre,79.53,21144,1829
26715,2006,December,30,383846.0,Grey Gardens,Walter Kerr Theatre,82.62,4646,922
26716,2006,December,30,493617.0,Hairspray,Neil Simon Theatre,73.47,6719,1428
26717,2006,December,30,1190518.0,Jersey Boys,August Wilson Theatre,121.14,9828,1222
26718,2006,December,30,715172.0,Les Miserables,Broadhurst Theatre,87.68,8157,1122
26719,2006,December,30,854480.0,Mamma Mia!,Broadhurst Theatre,82.53,10353,1498
26720,2006,December,30,417765.0,Martin Short: Fame Becomes Me,Bernard B. Jacobs Theatre,76.29,5476,1025
26721,2006,December,30,1299958.0,Mary Poppins,New Amsterdam Theatre,90.09,14430,1791
26722,2006,December,30,390767.0,Rent,Nederlander Theatre,67.41,5797,1181
26723,2006,December,30,880554.0,Spamalot,Sam S. Shubert Theatre,88.86,9910,1441
26724,2006,December,30,377091.0,Spring Awakening,Eugene O'Neill Theatre,61.04,6178,1090
26725,2006,December,30,759324.0,Tarzan,Richard Rodgers Theatre,96.9,7836,1319
26726,2006,December,30,272211.0,The 25th Annual Putnam County Spelling Bee,Circle in the Square Theatre,74.87,3636,684
26727,2006,December,30,295024.0,The Apple Tree,Studio 54,56.49,5223,1006
26728,2006,December,30,363712.0,The Coast of Utopia,Vivian Beaumont Theater,58.07,6263,1047
26729,2006,December,30,738700.0,The Color Purple,Broadway Theatre,66.07,11180,1718
26730,2006,December,30,677007.0,The Drowsy Chaperone,Marquis Theatre,82.15,8241,1611
26731,2006,December,30,1328451.0,The Lion King,Minskoff Theatre,108.43,12252,1598
26732,2006,December,30,193159.0,The Little Dog Laughed,Cort Theatre,52.78,3660,1082
26733,2006,December,30,874326.0,The Phantom of the Opera,Majestic Theatre,74.08,11803,1607
26734,2006,December,30,444778.0,The Producers,St. James Theatre,70.97,6267,1706
26735,2006,December,30,463338.0,The Vertical Hour,Music Box Theatre,67.86,6828,993
26736,2006,December,30,342406.0,The Wedding Singer,Al Hirschfeld Theatre,58.74,5829,1422
26737,2006,December,30,1681134.0,Wicked,Gershwin Theatre,116.16,14472,1809
26738,2006,December,31,951513.0,A Chorus Line,Gerald Schoenfeld Theatre,109.82,8664,1069
26739,2006,December,31,665181.0,Avenue Q,John Golden Theatre,93.11,7144,796
26740,2006,December,31,1302074.0,Beauty and the Beast,Lunt-Fontanne Theatre,97.08,13412,1509
26741,2006,December,31,377142.0,Butley,Booth Theatre,67.93,5552,780
26742,2006,December,31,921398.0,Chicago,Ambassador Theatre,93.95,9807,1080
26743,2006,December,31,613894.0,Company,Ethel Barrymore Theatre,84.07,7302,1046
26744,2006,December,31,1708885.0,Dr. Seuss' How the Grinch Stole Christmas!,Hilton Theatre,85.36,20019,1829
26745,2006,December,31,579108.0,Grey Gardens,Walter Kerr Theatre,87.69,6604,922
26746,2006,December,31,1095725.0,Hairspray,Neil Simon Theatre,89.1,12298,1428
26747,2006,December,31,1216173.0,Jersey Boys,August Wilson Theatre,123.49,9848,1222
26748,2006,December,31,928405.0,Les Miserables,Broadhurst Theatre,101.14,9179,1122
26749,2006,December,31,1478292.0,Mamma Mia!,Broadhurst Theatre,110.07,13430,1498
26750,2006,December,31,727279.0,Martin Short: Fame Becomes Me,Bernard B. Jacobs Theatre,98.98,7348,1025
26751,2006,December,31,1312449.0,Mary Poppins,New Amsterdam Theatre,90.88,14442,1791
26752,2006,December,31,786930.0,Rent,Nederlander Theatre,77.01,10218,1181
26753,2006,December,31,1285626.0,Spamalot,Sam S. Shubert Theatre,97.25,13220,1441
26754,2006,December,31,646286.0,Spring Awakening,Eugene O'Neill Theatre,78.22,8262,1090
26755,2006,December,31,1057552.0,Tarzan,Richard Rodgers Theatre,100.22,10552,1319
26756,2006,December,31,548672.0,The 25th Annual Putnam County Spelling Bee,Circle in the Square Theatre,90.98,6031,684
26757,2006,December,31,450422.0,The Apple Tree,Studio 54,61.32,7345,1006
26758,2006,December,31,619198.0,The Coast of Utopia,Vivian Beaumont Theater,76.45,8099,1047
26759,2006,December,31,1147115.0,The Color Purple,Broadway Theatre,88.25,12999,1718
26760,2006,December,31,1381180.0,The Drowsy Chaperone,Marquis Theatre,101.07,13665,1611
26761,2006,December,31,1466909.0,The Lion King,Minskoff Theatre,114.72,12787,1598
26762,2006,December,31,296650.0,The Little Dog Laughed,Cort Theatre,53.99,5495,1082
26763,2006,December,31,1210850.0,The Phantom of the Opera,Majestic Theatre,92.56,13082,1607
26764,2006,December,31,1102722.0,The Producers,St. James Theatre,79.71,13834,1706
26765,2006,December,31,570266.0,The Vertical Hour,Music Box Theatre,77.49,7359,993
26766,2006,December,31,889596.0,The Wedding Singer,Al Hirschfeld Theatre,75.13,11841,1422
26767,2006,December,31,1800310.0,Wicked,Gershwin Theatre,124.4,14472,1809
26768,2007,January,32,893251.0,A Chorus Line,Gerald Schoenfeld Theatre,105.06,8502,1069
26769,2007,January,32,434610.0,Avenue Q,John Golden Theatre,70.15,6195,796
26770,2007,January,32,741075.0,Beauty and the Beast,Lunt-Fontanne Theatre,64.41,11505,1509
26771,2007,January,32,301263.0,Butley,Booth Theatre,68.31,4410,780
26772,2007,January,32,610776.0,Chicago,Ambassador Theatre,74.85,8160,1080
26773,2007,January,32,424132.0,Company,Ethel Barrymore Theatre,72.38,5860,1046
26774,2007,January,32,718568.0,Dr. Seuss' How the Grinch Stole Christmas!,Hilton Theatre,60.19,11938,1829
26775,2007,January,32,389439.0,Grey Gardens,Walter Kerr Theatre,77.1,5051,922
26776,2007,January,32,562487.0,Hairspray,Neil Simon Theatre,66.95,8401,1428
26777,2007,January,32,1196388.0,Jersey Boys,August Wilson Theatre,121.47,9849,1222
26778,2007,January,32,781856.0,Les Miserables,Broadhurst Theatre,88.96,8789,1122
26779,2007,January,32,895165.0,Mamma Mia!,Broadhurst Theatre,80.6,11106,1498
26780,2007,January,32,621946.0,Martin Short: Fame Becomes Me,Bernard B. Jacobs Theatre,84.0,7404,1025
26781,2007,January,32,1240899.0,Mary Poppins,New Amsterdam Theatre,85.9,14446,1791
26782,2007,January,32,465719.0,Rent,Nederlander Theatre,59.31,7852,1181
26783,2007,January,32,938881.0,Spamalot,Sam S. Shubert Theatre,81.09,11578,1441
26784,2007,January,32,485466.0,Spring Awakening,Eugene O'Neill Theatre,67.15,7230,1090
26785,2007,January,32,672317.0,Tarzan,Richard Rodgers Theatre,72.35,9293,1319
26786,2007,January,32,231322.0,The 25th Annual Putnam County Spelling Bee,Circle in the Square Theatre,58.5,3954,684
26787,2007,January,32,339680.0,The Apple Tree,Studio 54,52.82,6431,1006
26788,2007,January,32,279148.0,The Coast of Utopia,Vivian Beaumont Theater,69.04,4043,1047
26789,2007,January,32,648157.0,The Color Purple,Broadway Theatre,68.08,9520,1718
26790,2007,January,32,852133.0,The Drowsy Chaperone,Marquis Theatre,73.93,11526,1611
26791,2007,January,32,1222828.0,The Lion King,Minskoff Theatre,96.9,12620,1598
26792,2007,January,32,185537.0,The Little Dog Laughed,Cort Theatre,46.33,4005,1082
26793,2007,January,32,839849.0,The Phantom of the Opera,Majestic Theatre,68.78,12210,1607
26794,2007,January,32,614990.0,The Producers,St. James Theatre,62.93,9772,1706
26795,2007,January,32,397993.0,The Vertical Hour,Music Box Theatre,73.01,5451,993
26796,2007,January,32,119161.0,Translations,Biltmore Theatre,46.64,2555,650
26797,2007,January,32,1404787.0,Wicked,Gershwin Theatre,97.07,14472,1809
26798,2007,January,33,807880.0,A Chorus Line,Gerald Schoenfeld Theatre,100.81,8014,1069
26799,2007,January,33,422352.0,Avenue Q,John Golden Theatre,68.53,6163,796
26800,2007,January,33,590259.0,Beauty and the Beast,Lunt-Fontanne Theatre,60.86,9699,1509
26801,2007,January,33,330287.0,Butley,Booth Theatre,68.82,4799,780
26802,2007,January,33,500399.0,Chicago,Ambassador Theatre,74.05,6758,1080
26803,2007,January,33,420627.0,Company,Ethel Barrymore Theatre,75.64,5561,1046
26804,2007,January,33,467346.0,Grey Gardens,Walter Kerr Theatre,77.36,6041,922
26805,2007,January,33,569651.0,Hairspray,Neil Simon Theatre,67.18,8480,1428
26806,2007,January,33,1197901.0,Jersey Boys,August Wilson Theatre,121.65,9847,1222
26807,2007,January,33,666391.0,Les Miserables,Broadhurst Theatre,85.06,7834,1122
26808,2007,January,33,854716.0,Mamma Mia!,Broadhurst Theatre,77.28,11060,1498
26809,2007,January,33,1104243.0,Mary Poppins,New Amsterdam Theatre,83.62,13205,1791
26810,2007,January,33,445178.0,Rent,Nederlander Theatre,58.53,7606,1181
26811,2007,January,33,934297.0,Spamalot,Sam S. Shubert Theatre,82.88,11273,1441
26812,2007,January,33,481274.0,Spring Awakening,Eugene O'Neill Theatre,71.46,6735,1090
26813,2007,January,33,613354.0,Tarzan,Richard Rodgers Theatre,69.16,8869,1319
26814,2007,January,33,255862.0,The 25th Annual Putnam County Spelling Bee,Circle in the Square Theatre,62.0,4127,684
26815,2007,January,33,372352.0,The Apple Tree,Studio 54,53.98,6898,1006
26816,2007,January,33,287282.0,The Coast of Utopia,Vivian Beaumont Theater,70.92,4051,1047
26817,2007,January,33,724294.0,The Color Purple,Broadway Theatre,70.2,10317,1718
26818,2007,January,33,812248.0,The Drowsy Chaperone,Marquis Theatre,78.02,10411,1611
26819,2007,January,33,1032612.0,The Lion King,Minskoff Theatre,89.46,11543,1598
26820,2007,January,33,215238.0,The Little Dog Laughed,Cort Theatre,46.75,4604,1082
26821,2007,January,33,672470.0,The Phantom of the Opera,Majestic Theatre,65.64,10245,1607
26822,2007,January,33,537903.0,The Producers,St. James Theatre,64.79,8302,1706
26823,2007,January,33,436383.0,The Vertical Hour,Music Box Theatre,75.13,5808,993
26824,2007,January,33,180854.0,Translations,Biltmore Theatre,40.48,4468,650
26825,2007,January,33,1408037.0,Wicked,Gershwin Theatre,97.29,14472,1809
26826,2007,January,34,727081.0,A Chorus Line,Gerald Schoenfeld Theatre,97.22,7479,1069
26827,2007,January,34,362933.0,Avenue Q,John Golden Theatre,65.37,5552,796
26828,2007,January,34,468724.0,Beauty and the Beast,Lunt-Fontanne Theatre,57.64,8132,1509
26829,2007,January,34,404781.0,Chicago,Ambassador Theatre,69.38,5834,1080
26830,2007,January,34,390022.0,Company,Ethel Barrymore Theatre,74.57,5230,1046
26831,2007,January,34,427032.0,Grey Gardens,Walter Kerr Theatre,78.01,5474,922
26832,2007,January,34,425894.0,Hairspray,Neil Simon Theatre,61.71,6901,1428
26833,2007,January,34,1172292.0,Jersey Boys,August Wilson Theatre,119.0,9851,1222
26834,2007,January,34,561758.0,Les Miserables,Broadhurst Theatre,82.14,6839,1122
26835,2007,January,34,733314.0,Mamma Mia!,Broadhurst Theatre,74.21,9881,1498
26836,2007,January,34,1043951.0,Mary Poppins,New Amsterdam Theatre,85.63,12191,1791
26837,2007,January,34,297156.0,Rent,Nederlander Theatre,57.64,5155,1181
26838,2007,January,34,790600.0,Spamalot,Sam S. Shubert Theatre,75.48,10474,1441
26839,2007,January,34,469786.0,Spring Awakening,Eugene O'Neill Theatre,69.22,6787,1090
26840,2007,January,34,472524.0,Tarzan,Richard Rodgers Theatre,63.31,7464,1319
26841,2007,January,34,240970.0,The 25th Annual Putnam County Spelling Bee,Circle in the Square Theatre,60.53,3981,684
26842,2007,January,34,290275.0,The Apple Tree,Studio 54,51.49,5637,1006
26843,2007,January,34,299449.0,The Coast of Utopia,Vivian Beaumont Theater,72.91,4107,1047
26844,2007,January,34,481855.0,The Color Purple,Broadway Theatre,68.71,7013,1718
26845,2007,January,34,669889.0,The Drowsy Chaperone,Marquis Theatre,75.9,8826,1611
26846,2007,January,34,864047.0,The Lion King,Minskoff Theatre,82.35,10492,1598
26847,2007,January,34,193850.0,The Little Dog Laughed,Cort Theatre,47.41,4089,1082
26848,2007,January,34,580844.0,The Phantom of the Opera,Majestic Theatre,64.7,8977,1607
26849,2007,January,34,478148.0,The Producers,St. James Theatre,62.57,7642,1706
26850,2007,January,34,382042.0,The Vertical Hour,Music Box Theatre,75.79,5041,993
26851,2007,January,34,182632.0,Translations,Biltmore Theatre,40.15,4549,650
26852,2007,January,34,1365614.0,Wicked,Gershwin Theatre,94.79,14406,1809
26853,2007,January,35,712073.0,A Chorus Line,Gerald Schoenfeld Theatre,97.57,7298,1069
26854,2007,January,35,363862.0,Avenue Q,John Golden Theatre,67.27,5409,796
26855,2007,January,35,493968.0,Beauty and the Beast,Lunt-Fontanne Theatre,56.88,8684,1509
26856,2007,January,35,392624.0,Chicago,Ambassador Theatre,69.7,5633,1080
26857,2007,January,35,374198.0,Company,Ethel Barrymore Theatre,73.78,5072,1046
26858,2007,January,35,436961.0,Grey Gardens,Walter Kerr Theatre,77.22,5659,922
26859,2007,January,35,442446.0,Hairspray,Neil Simon Theatre,61.84,7155,1428
26860,2007,January,35,1168315.0,Jersey Boys,August Wilson Theatre,118.61,9850,1222
26861,2007,January,35,555395.0,Les Miserables,Broadhurst Theatre,80.77,6876,1122
26862,2007,January,35,757226.0,Mamma Mia!,Broadhurst Theatre,73.93,10242,1498
26863,2007,January,35,1040740.0,Mary Poppins,New Amsterdam Theatre,84.45,12324,1791
26864,2007,January,35,303725.0,Rent,Nederlander Theatre,57.46,5286,1181
26865,2007,January,35,778686.0,Spamalot,Sam S. Shubert Theatre,74.57,10442,1441
26866,2007,January,35,486819.0,Spring Awakening,Eugene O'Neill Theatre,71.02,6855,1090
26867,2007,January,35,474900.0,Tarzan,Richard Rodgers Theatre,63.37,7494,1319
26868,2007,January,35,219432.0,The 25th Annual Putnam County Spelling Bee,Circle in the Square Theatre,58.22,3769,684
26869,2007,January,35,329213.0,The Apple Tree,Studio 54,52.92,6221,1006
26870,2007,January,35,499541.0,The Color Purple,Broadway Theatre,67.94,7353,1718
